"id","route","direction","priority","name","index","fraction","next_fraction"
903,"2",1,4,"вул. Корольова",51,0.111030247779957,0.145065149895311
904,"2",1,5,"майдан Польовий",48,0.145065149895311,0.164654150436993
905,"2",1,6,"на вимогу",32927,0.164654150436993,0.182426166931675
906,"2",1,7,"вул. Івана Огієнка",46,0.182426166931675,0.230885550774181
907,"2",1,8,"пл. Смолянська",42,0.230885550774181,0.262929183774767
908,"2",1,9,"пров. 3-й Магазинний",39,0.262929183774767,0.309279123390837
909,"2",1,10,"вул. Гагаріна",35,0.309279123390837,0.344511389874865
910,"2",1,11,"вул. Довженка",32,0.344511389874865,0.371425968027504
911,"2",1,12,"Університет ім. Івана Франка",30,0.371425968027504,0.420573665595844
912,"2",1,13,"Старий Бульвар",25,0.420573665595844,0.456361540585797
913,"2",1,14,"пл. Корольова",24,0.456361540585797,0.477042502925296
914,"2",1,15,"Телецентр",21,0.477042502925296,0.507314112187306
915,"2",1,16,"пл. Перемоги",75,0.507314112187306,0.549262045624424
916,"2",1,17,"вул. Ольжича",62,0.549262045624424,0.591629112378455
917,"2",1,18,"вул. Лесі Українки",64,0.591629112378455,0.603322744207231
918,"2",1,19,"вул. Домбровського",65,0.603322744207231,0.622538252294485
919,"2",1,20,"вул. Миколи Сціборського",67,0.622538252294485,0.64554329759384
920,"2",1,21,"вул. Перемоги",69,0.64554329759384,0.695734118801309
921,"2",1,22,"пр. Миру",78,0.695734118801309,0.724971472853632
922,"2",1,23,"ринок ""Хмільники""",81,0.724971472853632,0.747702498895417
923,"2",1,24,"Панчішна фабрика",83,0.747702498895417,0.837627436796868
924,"2",1,25,"вул. Героїв Десантників",84,0.837627436796868,0.870723296602863
925,"2",1,26,"вул. Романа Шухевича",87,0.870723296602863,0.889169590612998
926,"2",1,27,"вул. Миру",88,0.889169590612998,0.907029325304082
927,"2",1,28,"Житичі",89,0.907029325304082,0.940206510675115
928,"2",1,29,"вул. Офіцерська",91,0.940206510675115,0.999788915445544
929,"2",1,30,"Ресторан ""Ялинка""",93,0.999788915445544,1
1208,"3",0,0,"Ресторан ""Ялинка""",93,0,0.051077783177666
1209,"3",0,1,"вул. Офіцерська",92,0.051077783177666,0.0869311207212589
1210,"3",0,2,"Житичі",90,0.0869311207212589,0.113986121910725
1211,"3",0,3,"вул. Романа Шухевича",86,0.113986121910725,0.153287395991182
1212,"3",0,4,"вул. Героїв Десантників",85,0.153287395991182,0.233049012764581
2052,"7A",1,25,"""Домобудівник""",174,0.857440776122975,0.897258795460667
1213,"3",0,5,"Панчішна фабрика",82,0.233049012764581,0.267350191032581
1214,"3",0,6,"ринок ""Хмільники""",80,0.267350191032581,0.295235849792585
1215,"3",0,7,"майдан Визволення",79,0.295235849792585,0.349056769995844
1216,"3",0,8,"вул. Перемоги",70,0.349056769995844,0.374059381846933
1217,"3",0,9,"вул. Миколи Сціборського",68,0.374059381846933,0.390166085297969
1218,"3",0,10,"вул. Домбровського",66,0.390166085297969,0.410258715551298
1219,"3",0,11,"майдан Короленка",71,0.410258715551298,0.438012414182722
1220,"3",0,12,"вул. Ольжича",63,0.438012414182722,0.488393144822663
1221,"3",0,13,"пл. Перемоги",74,0.488393144822663,0.506477136286944
1222,"3",0,14,"вул. Театральна",20,0.506477136286944,0.544999499052003
1223,"3",0,15,"пл. Корольова",23,0.544999499052003,0.574473833628103
1224,"3",0,16,"Старий Бульвар",27,0.574473833628103,0.602756316938546
1225,"3",0,17,"Університет ім. Івана Франка",28,0.602756316938546,0.649266206204066
1226,"3",0,18,"вул. Довженка",33,0.649266206204066,0.673112727145591
1227,"3",0,19,"вул. Гагаріна",34,0.673112727145591,0.697211056434164
1228,"3",0,20,"вул. Жуйка",37,0.697211056434164,0.726867508743353
1229,"3",0,21,"пров. 3-й Магазинний",40,0.726867508743353,0.747126599055735
1230,"3",0,22,"пл. Смолянська",41,0.747126599055735,0.78166552895682
1231,"3",0,23,"вул. Лук’яненка",43,0.78166552895682,0.814804470617161
1232,"3",0,24,"вул. Івана Огієнка",47,0.814804470617161,0.849033176362625
1233,"3",0,25,"майдан Польовий",49,0.849033176362625,0.871186489177376
1234,"3",0,26,"вул. Корольова",52,0.871186489177376,0.903765212448126
1235,"3",0,27,"ТЦ ""Фуршет""",54,0.903765212448126,0.914594330102925
1236,"3",0,28,"вул. Шевченка",57,0.914594330102925,0.965474719393249
1237,"3",0,29,"вул. Гоголівська",59,0.965474719393249,0.999819394180512
1238,"3",0,30,"Залізничний вокзал",60,0.999819394180512,1
1239,"3",1,0,"Залізничний вокзал",60,0,0.0494770094910253
1240,"3",1,1,"Автовокзал",1,0.0494770094910253,0.102675729366079
1241,"3",1,2,"ТЦ ""Глобал""",7,0.102675729366079,0.133481511477111
1242,"3",1,3,"майдан Згоди",5,0.133481511477111,0.193179054191643
1243,"3",1,4,"вул. Князів Острозьких",8,0.193179054191643,0.210017119918637
1244,"3",1,5,"вул. Хлібна",11,0.210017119918637,0.254437299817862
1245,"3",1,6,"вул. Небесної сотні",13,0.254437299817862,0.297430106097327
1246,"3",1,7,"Кінотеатр ""Україна""",16,0.297430106097327,0.348695322731298
1247,"3",1,8,"пл. Перемоги",75,0.348695322731298,0.40414827140544
1248,"3",1,9,"вул. Ольжича",62,0.40414827140544,0.460155292149549
1250,"3",1,11,"вул. Домбровського",65,0.475613654754885,0.501015539815738
1251,"3",1,12,"вул. Миколи Сціборського",67,0.501015539815738,0.531426992578812
1252,"3",1,13,"вул. Перемоги",69,0.531426992578812,0.597776602780778
1253,"3",1,14,"пр. Миру",78,0.597776602780778,0.636426837983938
1254,"3",1,15,"ринок ""Хмільники""",81,0.636426837983938,0.666476051785978
1255,"3",1,16,"Панчішна фабрика",83,0.666476051785978,0.785352062053556
1256,"3",1,17,"вул. Героїв Десантників",84,0.785352062053556,0.829103037721989
1257,"3",1,18,"вул. Романа Шухевича",87,0.829103037721989,0.853488062469526
1258,"3",1,19,"вул. Миру",88,0.853488062469526,0.877097686830236
1259,"3",1,20,"Житичі",89,0.877097686830236,0.920956170592977
1260,"3",1,21,"вул. Офіцерська",91,0.920956170592977,0.999720957386812
1261,"3",1,22,"Ресторан ""Ялинка""",93,0.999720957386812,1
1489,"4",0,0,"м/н Крошня",118,0.000598701397813238,0.0336421475204931
1490,"4",0,1,"вул. Гранітна",116,0.0336421475204931,0.0554851076402302
1491,"4",0,2,"вул. Чеська Крошня",114,0.0554851076402302,0.069506147844652
1492,"4",0,3,"вул. Северина Наливайка",113,0.069506147844652,0.109244135194934
1493,"4",0,4,"Стоматологічна поліклініка",110,0.109244135194934,0.140140203701054
1494,"4",0,5,"Агротехнічний коледж",108,0.140140203701054,0.171153314201533
1495,"4",0,6,"вул. Героїв Чорнобиля",107,0.171153314201533,0.200981114033548
1496,"4",0,7,"пр. Незалежності",105,0.200981114033548,0.226255078422557
1497,"4",0,8,"пров. 2-й Капітульний",103,0.226255078422557,0.258736290087683
1498,"4",0,9,"Сінний ринок",102,0.258736290087683,0.300269104423329
1499,"4",0,10,"вул. Лесі Українки",98,0.300269104423329,0.354707973968012
1500,"4",0,11,"вул. Покровська",96,0.354707973968012,0.37962252365929
1501,"4",0,12,"вул. Київська",95,0.37962252365929,0.399948020856068
1502,"4",0,13,"Укртелеком",33006,0.399948020856068,0.444542987960548
1503,"4",0,14,"вул. Небесної сотні",14,0.444542987960548,0.51441418626292
1504,"4",0,15,"вул. Князів Острозьких",9,0.51441418626292,0.574643250877453
1505,"4",0,16,"майдан Згоди",4,0.574643250877453,0.61216715233856
1506,"4",0,17,"ТЦ ""Глобал""",6,0.61216715233856,0.668892471153313
1507,"4",0,18,"Автовокзал",417,0.668892471153313,0.718756762579468
1508,"4",0,19,"пл. Привокзальна",61,0.718756762579468,0.757639890904092
1509,"4",0,20,"вул. Гоголівська",58,0.757639890904092,0.819703837496545
1510,"4",0,21,"вул. Шевченка",56,0.819703837496545,0.84920149564553
1511,"4",0,22,"ТЦ ""Фуршет""",55,0.84920149564553,0.8840116060058
1512,"4",0,23,"вул. Корольова",51,0.8840116060058,0.935552936882258
1513,"4",0,24,"майдан Польовий",50,0.935552936882258,1
1514,"4",0,25,"вул. Космонавтів",191,1,1
1516,"4",1,1,"вул. Кибальчича",189,0.0372314771442006,0.0913678716606078
1517,"4",1,2,"вул. Селецька",187,0.0913678716606078,0.130649260053825
1518,"4",1,3,"вул. Вітрука",188,0.130649260053825,0.172773535583809
1519,"4",1,4,"вул. Івана Огієнка",47,0.172773535583809,0.214942981608307
1520,"4",1,5,"майдан Польовий",49,0.214942981608307,0.242235656240892
1521,"4",1,6,"вул. Корольова",52,0.242235656240892,0.282372339255704
1522,"4",1,7,"ТЦ ""Фуршет""",54,0.282372339255704,0.295713711139082
1523,"4",1,8,"вул. Шевченка",57,0.295713711139082,0.358397875881948
1524,"4",1,9,"вул. Гоголівська",59,0.358397875881948,0.400710194683611
1525,"4",1,10,"Залізничний вокзал",60,0.400710194683611,0.446854355267658
1526,"4",1,11,"Автовокзал",1,0.446854355267658,0.496230284281047
1527,"4",1,12,"ТЦ ""Глобал""",7,0.496230284281047,0.524822402931435
1528,"4",1,13,"майдан Згоди",5,0.524822402931435,0.580230157822332
1529,"4",1,14,"вул. Князів Острозьких",8,0.580230157822332,0.595858262032575
1530,"4",1,15,"вул. Хлібна",11,0.595858262032575,0.63708646554231
1531,"4",1,16,"вул. Небесної сотні",13,0.63708646554231,0.686538138908225
1532,"4",1,17,"вул. Львівська",94,0.686538138908225,0.706927352239925
250,"4A",1,5,"вул. Львівська",94,0.390397274304991,0.4300490519678
1533,"4",1,18,"вул. Покровська",97,0.706927352239925,0.746892239509922
1534,"4",1,19,"вул. Лесі Українки",99,0.746892239509922,0.778933524164717
1535,"4",1,20,"Сінний ринок",101,0.778933524164717,0.808554978011689
1536,"4",1,21,"пров. 2-й Капітульний",104,0.808554978011689,0.821894018153353
1537,"4",1,22,"пр. Незалежності",106,0.821894018153353,0.854260570415736
1538,"4",1,23,"вул. Героїв Чорнобиля",27780,0.854260570415736,0.872285426240626
1539,"4",1,24,"Агротехнічний коледж",109,0.872285426240626,0.902661057073941
1540,"4",1,25,"Стоматологічна поліклініка",111,0.902661057073941,0.940563980692236
1541,"4",1,26,"вул. Северина Наливайка",112,0.940563980692236,0.967940953073951
1542,"4",1,27,"вул. Гранітна",115,0.967940953073951,1
1543,"4",1,28,"м/н Крошня",118,1,1
225,"4A",0,0,"м/н Крошня",118,0.000947023149626863,0.0532149960254601
226,"4A",0,1,"вул. Гранітна",116,0.0532149960254601,0.0877660910543383
227,"4A",0,2,"вул. Чеська Крошня",114,0.0877660910543383,0.10994450871619
228,"4A",0,3,"вул. Северина Наливайка",113,0.10994450871619,0.172801876475394
229,"4A",0,4,"Стоматологічна поліклініка",110,0.172801876475394,0.22167313719839
249,"4A",1,4,"Михайлівський собор",15,0.321161007534846,0.390397274304991
230,"4A",0,5,"Агротехнічний коледж",108,0.22167313719839,0.270729534416042
231,"4A",0,6,"вул. Героїв Чорнобиля",107,0.270729534416042,0.31791101260622
232,"4A",0,7,"пр. Незалежності",105,0.31791101260622,0.357889254592392
233,"4A",0,8,"пров. 2-й Капітульний",103,0.357889254592392,0.409267887558938
234,"4A",0,9,"Сінний ринок",102,0.409267887558938,0.474964304485094
235,"4A",0,10,"вул. Лесі Українки",98,0.474964304485094,0.561075460875635
236,"4A",0,11,"вул. Покровська",96,0.561075460875635,0.600485182326678
237,"4A",0,12,"вул. Київська",95,0.600485182326678,0.627165444180284
238,"4A",0,13,"Кінотеатр ""Україна""",16,0.627165444180284,0.675120579250762
239,"4A",0,14,"вул. Театральна",20,0.675120579250762,0.766010222686297
240,"4A",0,15,"пл. Корольова",23,0.766010222686297,0.83555195293944
241,"4A",0,16,"Старий Бульвар",27,0.83555195293944,0.902281629912662
242,"4A",0,17,"Університет ім. Івана Франка",28,0.902281629912662,0.959802035727321
243,"4A",0,18,"вул. Шевченка",193,0.959802035727321,0.999468037923255
244,"4A",0,19,"Обласна лікарня",429,0.999468037923255,1
245,"4A",1,0,"Обласна лікарня",429,0,0.150682038456804
246,"4A",1,1,"Старий Бульвар",25,0.150682038456804,0.236075825945634
247,"4A",1,2,"пл. Корольова",24,0.236075825945634,0.285422866069682
248,"4A",1,3,"Телецентр",21,0.285422866069682,0.321161007534846
251,"4A",1,6,"вул. Покровська",97,0.4300490519678,0.50777048234223
252,"4A",1,7,"вул. Лесі Українки",99,0.50777048234223,0.570082542866282
253,"4A",1,8,"Сінний ринок",101,0.570082542866282,0.627688654631427
254,"4A",1,9,"пров. 2-й Капітульний",104,0.627688654631427,0.653629658108507
255,"4A",1,10,"пр. Незалежності",106,0.653629658108507,0.716574280499816
256,"4A",1,11,"вул. Героїв Чорнобиля",27780,0.716574280499816,0.751627990711457
257,"4A",1,12,"Агротехнічний коледж",109,0.751627990711457,0.810700782808716
258,"4A",1,13,"Стоматологічна поліклініка",111,0.810700782808716,0.884412224031728
259,"4A",1,14,"вул. Северина Наливайка",112,0.884412224031728,0.937653396425214
260,"4A",1,15,"вул. Гранітна",115,0.937653396425214,1
261,"4A",1,16,"м/н Крошня",118,1,1
1603,"53",0,0,"пр. Андріївський",5732,0,0.0280970310660171
1604,"53",0,1,"вул. Будівельна",5734,0.0280970310660171,0.0483885551413121
1605,"53",0,2,"вул. Танкістів",5730,0.0483885551413121,0.0915023143304336
1606,"53",0,3,"вул. Андріївська",120,0.0915023143304336,0.132868808969195
1607,"53",0,4,"вул. Цегляна",5726,0.132868808969195,0.151988294138249
1608,"53",0,5,"м/н Крошня",118,0.151988294138249,0.181993965678337
1609,"53",0,6,"вул. Гранітна",116,0.181993965678337,0.201828842597128
1610,"53",0,7,"вул. Чеська Крошня",114,0.201828842597128,0.214560890140301
1611,"53",0,8,"вул. Северина Наливайка",113,0.214560890140301,0.250645655381489
1612,"53",0,9,"Стоматологічна поліклініка",110,0.250645655381489,0.278701363615818
1613,"53",0,10,"Агротехнічний коледж",108,0.278701363615818,0.306863353853122
1614,"53",0,11,"вул. Героїв Чорнобиля",107,0.306863353853122,0.333949002280955
1615,"53",0,12,"пр. Незалежності",105,0.333949002280955,0.356899461841284
1616,"53",0,13,"пров. 2-й Капітульний",103,0.356899461841284,0.38639458667873
1617,"53",0,14,"Сінний ринок",102,0.38639458667873,0.424109175540437
1618,"53",0,15,"вул. Лесі Українки",98,0.424109175540437,0.496167417418026
1619,"53",0,16,"вул. Київська",95,0.496167417418026,0.579676145238512
1620,"53",0,17,"вул. Хлібна",12,0.579676145238512,0.673259354581348
1621,"53",0,18,"майдан Згоди",4,0.673259354581348,0.707333580918528
1622,"53",0,19,"ТЦ ""Глобал""",6,0.707333580918528,0.758843985676038
1623,"53",0,20,"Автовокзал",417,0.758843985676038,0.804124116100616
1624,"53",0,21,"пл. Привокзальна",61,0.804124116100616,0.839432611849761
1625,"53",0,22,"вул. Гоголівська",58,0.839432611849761,0.895790849698824
1628,"53",0,25,"вул. Корольова",51,0.954186628764988,1
1629,"53",0,26,"майдан Польовий",48,1,1
1630,"53",1,0,"майдан Польовий",48,9.80033728790705e-05,0.0266902809092602
1631,"53",1,1,"на вимогу",32927,0.0266902809092602,0.0508159831880537
1632,"53",1,2,"вул. Івана Огієнка",46,0.0508159831880537,0.116600114524409
1633,"53",1,3,"пл. Смолянська",42,0.116600114524409,0.160099688696783
1634,"53",1,4,"пров. 3-й Магазинний",39,0.160099688696783,0.216227613861384
1635,"53",1,5,"вул. Гагаріна",27788,0.216227613861384,0.270848405152626
1636,"53",1,6,"вул. Довженка",32,0.270848405152626,0.307385232566901
1637,"53",1,7,"Університет ім. Івана Франка",30,0.307385232566901,0.374103757140449
1638,"53",1,8,"Старий Бульвар",25,0.374103757140449,0.422686179819195
1639,"53",1,9,"пл. Корольова",24,0.422686179819195,0.450760807163311
1640,"53",1,10,"Телецентр",21,0.450760807163311,0.471093029746136
1641,"53",1,11,"Михайлівський собор",15,0.471093029746136,0.510483079957524
1642,"53",1,12,"вул. Львівська",94,0.510483079957524,0.53304185711248
1643,"53",1,13,"вул. Покровська",97,0.53304185711248,0.577259305391622
1644,"53",1,14,"вул. Лесі Українки",99,0.577259305391622,0.612710020852147
1645,"53",1,15,"Сінний ринок",101,0.612710020852147,0.645483417523648
1646,"53",1,16,"пров. 2-й Капітульний",104,0.645483417523648,0.660241830666984
1647,"53",1,17,"пр. Незалежності",106,0.660241830666984,0.696052424625808
1648,"53",1,18,"вул. Героїв Чорнобиля",27780,0.696052424625808,0.715995259064238
1649,"53",1,19,"Агротехнічний коледж",109,0.715995259064238,0.749603082758182
1650,"53",1,20,"Стоматологічна поліклініка",111,0.749603082758182,0.791539159129362
1651,"53",1,21,"вул. Северина Наливайка",112,0.791539159129362,0.821829244827582
1652,"53",1,22,"вул. Гранітна",115,0.821829244827582,0.83615121948659
1653,"53",1,23,"вул. Богдана Хмельницького",5725,0.83615121948659,0.866987322081305
1654,"53",1,24,"вул. Звягельська",117,0.866987322081305,0.916116213508409
1655,"53",1,25,"вул. Андріївська",5691,0.916116213508409,0.951004381615991
1656,"53",1,26,"вул. Танкістів",5731,0.951004381615991,0.975985238274357
1657,"53",1,27,"вул. Будівельна",5733,0.975985238274357,0.999751852418318
1658,"53",1,28,"пр. Андріївський",5732,0.999751852418318,1
1544,"53A",0,0,"пр. Андріївський",5732,0,0.0277933531603601
1545,"53A",0,1,"вул. Будівельна",5734,0.0277933531603601,0.0478655626924459
1546,"53A",0,2,"вул. Танкістів",5730,0.0478655626924459,0.0905133404024285
1547,"53A",0,3,"вул. Андріївська",120,0.0905133404024285,0.131432738320303
1548,"53A",0,4,"вул. Цегляна",5726,0.131432738320303,0.150345576559304
1549,"53A",0,5,"м/н Крошня",118,0.150345576559304,0.180026941254668
1550,"53A",0,6,"вул. Гранітна",116,0.180026941254668,0.199647439157132
1551,"53A",0,7,"вул. Чеська Крошня",114,0.199647439157132,0.212241876376867
1552,"53A",0,8,"вул. Северина Наливайка",113,0.212241876376867,0.247936630804854
1553,"53A",0,9,"Стоматологічна поліклініка",110,0.247936630804854,0.27568910775833
1554,"53A",0,10,"Агротехнічний коледж",108,0.27568910775833,0.303546717999246
1555,"53A",0,11,"вул. Героїв Чорнобиля",107,0.303546717999246,0.330339619731935
1556,"53A",0,12,"пр. Незалежності",105,0.330339619731935,0.353042026482814
1557,"53A",0,13,"пров. 2-й Капітульний",103,0.353042026482814,0.382218362558675
1558,"53A",0,14,"Сінний ринок",102,0.382218362558675,0.419525325172209
1559,"53A",0,15,"вул. Лесі Українки",98,0.419525325172209,0.46842518672297
1560,"53A",0,16,"вул. Покровська",96,0.46842518672297,0.49080474825121
1561,"53A",0,17,"вул. Київська",95,0.49080474825121,0.505955643506436
1562,"53A",0,18,"Кінотеатр ""Україна""",16,0.505955643506436,0.533187881045543
1563,"53A",0,19,"вул. Театральна",20,0.533187881045543,0.584801297549189
1564,"53A",0,20,"пл. Корольова",23,0.584801297549189,0.624291894632294
1565,"53A",0,21,"Старий Бульвар",27,0.624291894632294,0.662185613658879
1566,"53A",0,22,"Університет ім. Івана Франка",28,0.662185613658879,0.72450095762779
1567,"53A",0,23,"вул. Довженка",33,0.72450095762779,0.756451241285734
1568,"53A",0,24,"вул. Гагаріна",34,0.756451241285734,0.788738905316075
1569,"53A",0,25,"вул. Жуйка",37,0.788738905316075,0.828473509197723
1570,"53A",0,26,"пров. 3-й Магазинний",40,0.828473509197723,0.855617245750311
1571,"53A",0,27,"пл. Смолянська",41,0.855617245750311,0.901893539482529
1572,"53A",0,28,"вул. Лук’яненка",43,0.901893539482529,0.946294086999221
1573,"53A",0,29,"вул. Івана Огієнка",47,0.946294086999221,1
1574,"53A",0,30,"майдан Польовий",53,1,1
1575,"53A",1,0,"майдан Польовий",53,5.32803888024437e-05,0.0221420594216054
1576,"53A",1,1,"вул. Корольова",52,0.0221420594216054,0.0664029968752921
1577,"53A",1,2,"ТЦ ""Фуршет""",54,0.0664029968752921,0.0811152646094905
1578,"53A",1,3,"вул. Шевченка",57,0.0811152646094905,0.150240555655508
1579,"53A",1,4,"вул. Гоголівська",59,0.150240555655508,0.191425924560063
1580,"53A",1,5,"Залізничний вокзал",617,0.191425924560063,0.247786401684175
1581,"53A",1,6,"Автовокзал",1,0.247786401684175,0.302235966063294
1582,"53A",1,7,"ТЦ ""Глобал""",7,0.302235966063294,0.350185781824501
1583,"53A",1,8,"вул. Івана Мазепи",10,0.350185781824501,0.41210124043762
1584,"53A",1,9,"вул. Хлібна",11,0.41210124043762,0.457565857835098
1585,"53A",1,10,"вул. Небесної сотні",13,0.457565857835098,0.512098949695758
1586,"53A",1,11,"вул. Львівська",94,0.512098949695758,0.534583261507753
1949,"5A",0,3,"вул. Романа Шухевича",86,0.131440560269434,0.176759950014825
1587,"53A",1,12,"вул. Покровська",97,0.534583261507753,0.57865475030388
1588,"53A",1,13,"вул. Лесі Українки",99,0.57865475030388,0.613988444807691
1589,"53A",1,14,"Сінний ринок",101,0.613988444807691,0.646653658211705
1590,"53A",1,15,"пров. 2-й Капітульний",104,0.646653658211705,0.661363354605513
1591,"53A",1,16,"пр. Незалежності",106,0.661363354605513,0.697055739667531
1592,"53A",1,17,"вул. Героїв Чорнобиля",27780,0.697055739667531,0.716932743853024
1593,"53A",1,18,"Агротехнічний коледж",109,0.716932743853024,0.750429629879542
1594,"53A",1,19,"Стоматологічна поліклініка",111,0.750429629879542,0.792227277456999
1595,"53A",1,20,"вул. Северина Наливайка",112,0.792227277456999,0.822417377167311
1596,"53A",1,21,"вул. Гранітна",115,0.822417377167311,0.836692075737392
1597,"53A",1,22,"вул. Богдана Хмельницького",5725,0.836692075737392,0.867426389970994
1598,"53A",1,23,"вул. Звягельська",117,0.867426389970994,0.916393109498252
1599,"53A",1,24,"вул. Андріївська",5691,0.916393109498252,0.951166113588496
1600,"53A",1,25,"вул. Танкістів",5731,0.951166113588496,0.976064509746199
1601,"53A",1,26,"вул. Будівельна",5733,0.976064509746199,0.9997526715405
1602,"53A",1,27,"пр. Андріївський",5732,0.9997526715405,1
1946,"5A",0,0,"Ресторан ""Ялинка""",93,0,0.0588992091813712
1947,"5A",0,1,"вул. Офіцерська",92,0.0588992091813712,0.100242687626492
1950,"5A",0,4,"вул. Героїв Десантників",85,0.176759950014825,0.268735283686607
1951,"5A",0,5,"Панчішна фабрика",82,0.268735283686607,0.308288924198904
1952,"5A",0,6,"ринок ""Хмільники""",80,0.308288924198904,0.34044465113703
1953,"5A",0,7,"майдан Визволення",79,0.34044465113703,0.402507047744166
1954,"5A",0,8,"вул. Перемоги",70,0.402507047744166,0.431338253287593
1955,"5A",0,9,"вул. Миколи Сціборського",68,0.431338253287593,0.449911339995078
1956,"5A",0,10,"вул. Домбровського",66,0.449911339995078,0.473080709507032
1957,"5A",0,11,"майдан Короленка",71,0.473080709507032,0.505084269559022
1958,"5A",0,12,"вул. Ольжича",63,0.505084269559022,0.563179688116061
1959,"5A",0,13,"пл. Перемоги",74,0.563179688116061,0.584032840501001
1960,"5A",0,14,"вул. Театральна",20,0.584032840501001,0.610427711692125
1961,"5A",0,15,"вул. Мала Бердичівська",125,0.610427711692125,0.631025224381994
1962,"5A",0,16,"вул. Леха Качинського",128,0.631025224381994,0.738947810339751
1963,"5A",0,17,"Монумент Слави",129,0.738947810339751,0.783164584086569
1964,"5A",0,18,"Торгівельно-економічний коледж",131,0.783164584086569,0.819575732630755
1965,"5A",0,19,"Державний технологiчний університет",133,0.819575732630755,0.847399512052473
1966,"5A",0,20,"завод ""Агромаш""",135,0.847399512052473,0.887809225978933
1967,"5A",0,21,"спорткомплекс ""Динамо""",138,0.887809225978933,0.922458268240276
1968,"5A",0,22,"вул. Чумацький шлях",139,0.922458268240276,1
1969,"5A",0,23,"Гідропарк",141,1,1
1970,"5A",1,0,"Гідропарк",141,0.000185369423874143,0.0594019539891121
1971,"5A",1,1,"вул. Чумацький шлях",140,0.0594019539891121,0.0807108706569484
1972,"5A",1,2,"спорткомплекс ""Динамо""",137,0.0807108706569484,0.136388603537178
1973,"5A",1,3,"завод ""Агромаш""",136,0.136388603537178,0.173597811595768
1974,"5A",1,4,"Державний технологiчний університет",134,0.173597811595768,0.199084725675038
1975,"5A",1,5,"Торгівельно-економічний коледж",132,0.199084725675038,0.243009799030008
1976,"5A",1,6,"Монумент Слави",130,0.243009799030008,0.351343071406685
1977,"5A",1,7,"вул. Дмитра Донцова",127,0.351343071406685,0.390482149328968
1978,"5A",1,8,"вул. Театральна",126,0.390482149328968,0.405479754869887
1979,"5A",1,9,"Телецентр",21,0.405479754869887,0.439893803161774
1980,"5A",1,10,"пл. Перемоги",75,0.439893803161774,0.487581991607755
1981,"5A",1,11,"вул. Ольжича",62,0.487581991607755,0.535746668570886
1982,"5A",1,12,"вул. Лесі Українки",64,0.535746668570886,0.549040484799152
1983,"5A",1,13,"вул. Домбровського",65,0.549040484799152,0.570885488728222
1984,"5A",1,14,"вул. Миколи Сціборського",67,0.570885488728222,0.597038599157096
1985,"5A",1,15,"вул. Перемоги",69,0.597038599157096,0.654097651746381
1986,"5A",1,16,"пр. Миру",78,0.654097651746381,0.687335914885114
1987,"5A",1,17,"ринок ""Хмільники""",81,0.687335914885114,0.713177508609299
1988,"5A",1,18,"Панчішна фабрика",83,0.713177508609299,0.81540798895146
1989,"5A",1,19,"вул. Героїв Десантників",84,0.81540798895146,0.853032764950877
1990,"5A",1,20,"вул. Романа Шухевича",87,0.853032764950877,0.874003293718497
1991,"5A",1,21,"вул. Миру",88,0.874003293718497,0.894306996994377
1992,"5A",1,22,"Житичі",89,0.894306996994377,0.932024227342633
1993,"5A",1,23,"вул. Офіцерська",91,0.932024227342633,0.983258402941195
1994,"5A",1,24,"Ресторан ""Ялинка""",32983,0.983258402941195,0.999760030132926
1995,"5A",1,25,"Ресторан ""Ялинка""",93,0.999760030132926,1
262,"6",0,0,"м/н Крошня",118,0.000578421700119148,0.0325025935057746
263,"6",0,1,"вул. Гранітна",116,0.0325025935057746,0.0536056712240504
264,"6",0,2,"вул. Чеська Крошня",114,0.0536056712240504,0.0671517794210626
265,"6",0,3,"вул. Северина Наливайка",113,0.0671517794210626,0.105543729542471
266,"6",0,4,"Стоматологічна поліклініка",110,0.105543729542471,0.135393261441981
286,"6",0,24,"вул. Металістів",170,0.950536341005195,0.984872313255525
267,"6",0,5,"Агротехнічний коледж",108,0.135393261441981,0.165355870794809
268,"6",0,6,"вул. Героїв Чорнобиля",107,0.165355870794809,0.194173319280255
269,"6",0,7,"пр. Незалежності",105,0.194173319280255,0.218591183517816
270,"6",0,8,"пров. 2-й Капітульний",103,0.218591183517816,0.249972165325934
271,"6",0,9,"Сінний ринок",102,0.249972165325934,0.290098146602248
272,"6",0,10,"вул. Лесі Українки",98,0.290098146602248,0.342693018753228
273,"6",0,11,"вул. Покровська",96,0.342693018753228,0.368748430445886
274,"6",0,12,"вул. Львівська",123,0.368748430445886,0.434907001863647
275,"6",0,13,"вул. Небесної сотні",158,0.434907001863647,0.494813855338183
276,"6",0,14,"вул. Князів Острозьких",156,0.494813855338183,0.557507818976829
277,"6",0,15,"вул. Східна",146,0.557507818976829,0.589771605828292
278,"6",0,16,"майдан Згоди",4,0.589771605828292,0.626024467367472
279,"6",0,17,"ТЦ ""Глобал""",6,0.626024467367472,0.674272017160062
280,"6",0,18,"Автовокзал",2,0.674272017160062,0.760973992547278
281,"6",0,19,"вул. Нобелівська",239,0.760973992547278,0.793715976984123
282,"6",0,20,"вул. Сергія Параджанова",162,0.793715976984123,0.827603360975344
283,"6",0,21,"на вимогу",165,0.827603360975344,0.863419135759976
284,"6",0,22,"Тарний комбінат",166,0.863419135759976,0.904162999558368
