"route","stop_id","direction","date","transactions","geometry"
H5,2568,0,2018-08-11,0,"{""type"":""LineString"",""coordinates"":[[28.6120077654776,50.2828102291113],[28.612048,50.282803],[28.612586,50.282706],[28.612801,50.282667],[28.61566,50.28215],[28.61708,50.28189],[28.61782,50.28174],[28.618082,50.281693],[28.6183098495781,50.2816520382781]]}"
"15A",180,0,2018-08-10,104,"{""type"":""LineString"",""coordinates"":[[28.6575943093001,50.2515486587531],[28.65762,50.251539],[28.65791,50.25143],[28.65813,50.25136],[28.65947,50.25087],[28.65963,50.25083],[28.659759,50.250784],[28.65975,50.25084],[28.65976,50.25094],[28.65979,50.25105],[28.6598,50.25115],[28.65981,50.25118],[28.65995,50.25188],[28.660016,50.252226],[28.661001,50.252197],[28.66125,50.25219],[28.661453,50.252177],[28.66147,50.25249],[28.661474,50.25256],[28.6614741246883,50.2525624937656]]}"
"4",1508,0,2018-08-09,50,"{""type"":""LineString"",""coordinates"":[[28.697675576498,50.2677333282008],[28.697704,50.267713],[28.69782,50.26763],[28.69818,50.26737],[28.6983,50.26729],[28.69888,50.26685],[28.69945,50.26642],[28.70005,50.26598],[28.70042,50.265704],[28.700522,50.265627],[28.7010978831654,50.2652136417736]]}"
"15A",215,1,2018-08-10,135,"{""type"":""LineString"",""coordinates"":[[28.6609341073477,50.255347651748],[28.660952,50.255306],[28.66113,50.25489],[28.661218,50.25467],[28.66129,50.25449],[28.6614,50.25423],[28.66144,50.25413],[28.66146,50.25403],[28.66151,50.253859],[28.66148,50.25268],[28.661474,50.25256],[28.66147,50.25249],[28.661453,50.252177],[28.66125,50.25219],[28.661003395697,50.2521969326511]]}"
"2",904,1,2018-08-08,125,"{""type"":""LineString"",""coordinates"":[[28.702873577145,50.2466763642078],[28.70283,50.24632],[28.70271,50.24543],[28.70262,50.24475],[28.70254,50.24413],[28.7025,50.24379],[28.702466,50.243531],[28.7024648382496,50.2435220052359]]}"
"15A",201,1,2018-08-09,83,"{""type"":""LineString"",""coordinates"":[[28.7023023373929,50.2422469076247],[28.70235,50.2426],[28.7024,50.24302],[28.702466,50.243531],[28.7025,50.24379],[28.70254,50.24413],[28.70262,50.24475],[28.70271,50.24543],[28.70283,50.24632],[28.702875,50.246688],[28.70292,50.24706],[28.702989,50.247441],[28.703069,50.247765],[28.70307,50.24777],[28.7030703121387,50.2477720289017]]}"
"8",2079,0,2018-08-12,13,"{""type"":""LineString"",""coordinates"":[[28.7154313457673,50.2266622190265],[28.715369,50.226696]]}"
"15A",217,1,2018-08-09,89,"{""type"":""LineString"",""coordinates"":[[28.6581068930853,50.252468209796],[28.658094,50.25247],[28.657783,50.252513],[28.657565,50.252543],[28.657406,50.252364],[28.656971,50.251783],[28.65684,50.25164],[28.65675,50.25151],[28.65639,50.25114],[28.65623,50.25099],[28.65586,50.25063],[28.65574,50.25049],[28.65562,50.25036],[28.65554,50.25026],[28.65546,50.25013],[28.6554,50.25002],[28.65535,50.24991],[28.6553,50.24978],[28.65527,50.24967],[28.65526,50.24956],[28.65526,50.24943],[28.65528,50.24923],[28.655306,50.24895],[28.6554,50.24835],[28.65543,50.24809],[28.65543,50.24801],[28.65543,50.24794],[28.65542,50.24786],[28.65542,50.2478],[28.65539,50.24773],[28.65534,50.24763],[28.6553,50.24755],[28.65523,50.24745],[28.65517,50.24738],[28.65511,50.24731],[28.65499,50.2472],[28.65422,50.24652],[28.65333,50.24574],[28.65324,50.24566],[28.6531,50.24555],[28.653,50.24549],[28.6529,50.24544],[28.65282,50.2454],[28.65274,50.24537],[28.65266,50.24534],[28.65253,50.24531],[28.65237,50.24527],[28.65229,50.24526],[28.65221,50.24525],[28.65209,50.24524],[28.65198,50.24523],[28.65195,50.24523],[28.6517,50.24522],[28.65099,50.2452],[28.65028,50.24517],[28.649259,50.245139],[28.6478,50.24513],[28.647297278127,50.2451409503774]]}"
"1",446,0,2018-08-11,74,"{""type"":""LineString"",""coordinates"":[[28.668465963807,50.2577904256766],[28.66782,50.25752],[28.6674,50.25739],[28.66676,50.25727],[28.66596,50.25713],[28.665457,50.257045],[28.664213,50.256837],[28.6638,50.25676],[28.663348,50.256652],[28.66334,50.25665],[28.6633272941177,50.2566468235294]]}"
"53A",1549,0,2018-08-10,53,"{""type"":""LineString"",""coordinates"":[[28.6576104715521,50.2961207009558],[28.65761,50.29612],[28.65756,50.29603],[28.65746,50.29582],[28.65727,50.29534],[28.65722,50.29522],[28.657126,50.294962],[28.65693,50.29442],[28.65683,50.29415],[28.6567,50.29385],[28.65664,50.29361],[28.65659,50.29342],[28.656565,50.293336],[28.65654,50.29325],[28.65646,50.29293],[28.65642,50.29274],[28.6564161512195,50.2927220390244]]}"
"9",76,1,2018-08-07,1,"{""type"":""LineString"",""coordinates"":[[28.6319678159763,50.2453161816568],[28.63161,50.24529],[28.631002,50.245229],[28.63011,50.24514],[28.63,50.24512],[28.62982,50.24511],[28.62942,50.24506],[28.62762,50.24489],[28.62698,50.24482],[28.626293,50.24475],[28.6262832967371,50.2447490027479]]}"
"5A",1950,0,2018-08-10,26,"{""type"":""LineString"",""coordinates"":[[28.6183098495781,50.2816520382781],[28.618349,50.281645],[28.61965,50.28141],[28.61993,50.28137],[28.6222,50.28092],[28.62256,50.28085],[28.62267,50.28083],[28.62277,50.28082],[28.62375,50.28065],[28.62384,50.28064],[28.62393,50.28062],[28.62413,50.28059],[28.62463,50.28052],[28.62526,50.28041],[28.62701,50.28009],[28.62924,50.27969],[28.6293,50.27968],[28.630768,50.279429],[28.6311105671141,50.2793685469799]]}"
H2,2521,0,2018-08-07,5,"{""type"":""LineString"",""coordinates"":[[28.7031009071339,50.2559705495976],[28.703101,50.255968],[28.7032,50.25311],[28.703204,50.252674],[28.703225,50.25229],[28.7032298817891,50.2521679552716]]}"
"2",884,0,2018-08-12,172,"{""type"":""LineString"",""coordinates"":[[28.641089912236,50.2775837302496],[28.641132,50.277571],[28.6412,50.27755],[28.64213,50.27736],[28.64288,50.2772],[28.64369,50.27705],[28.64426,50.27691],[28.6443,50.2769],[28.64491,50.27676],[28.6456,50.276578],[28.64568,50.27651],[28.64576,50.27644],[28.64603,50.27626],[28.64615,50.27618],[28.64628,50.27609],[28.64643,50.27597],[28.64659,50.27584],[28.64672,50.27573],[28.64685,50.2756],[28.64695,50.2755],[28.64705,50.27539],[28.64713,50.27528],[28.64722,50.27516],[28.64729,50.27505],[28.64737,50.27493],[28.64742,50.27483],[28.64747,50.27474],[28.64752,50.27462],[28.64759,50.27444],[28.64762,50.27435],[28.64765,50.27425],[28.64767,50.27418],[28.64771,50.27398],[28.6478187540541,50.2732912243243]]}"
"7A",1999,0,2018-08-08,21,"{""type"":""LineString"",""coordinates"":[[28.7407273970069,50.2482843081572],[28.740873,50.248769],[28.7403643472584,50.2488278037852]]}"
"15A",189,0,2018-08-08,77,"{""type"":""LineString"",""coordinates"":[[28.69265,50.26811],[28.69276,50.26817],[28.692926,50.268211],[28.69337,50.26835],[28.69372,50.26851],[28.694041,50.268644],[28.694755,50.268784],[28.695287,50.268811],[28.69559,50.268806],[28.695783,50.268789],[28.695931,50.26876],[28.696052,50.268731],[28.696256,50.268694],[28.69645,50.2686],[28.69677,50.26838],[28.697072,50.268165],[28.697675576498,50.2677333282008]]}"
"4",1522,1,2018-08-10,49,"{""type"":""LineString"",""coordinates"":[[28.7030740295011,50.2566765839479],[28.703074,50.256678],[28.7030400411717,50.2584418614948]]}"
"4",1496,0,2018-08-11,62,"{""type"":""LineString"",""coordinates"":[[28.6578802131984,50.2751947731967],[28.65789,50.275166],[28.65794,50.27502],[28.65798,50.2749],[28.657991,50.274849],[28.658,50.27481],[28.65803,50.2747],[28.658072,50.274538],[28.658037,50.274187],[28.65802,50.27411],[28.658,50.27404],[28.65799,50.27394],[28.65796,50.27377],[28.65788,50.273086],[28.65785,50.27283],[28.657819,50.272483],[28.6578185124488,50.2724774888203]]}"
"2",924,1,2018-08-08,80,"{""type"":""LineString"",""coordinates"":[[28.6181202579186,50.2816861221719],[28.618082,50.281693],[28.61782,50.28174],[28.61708,50.28189],[28.61566,50.28215],[28.6128355535419,50.2826607515981]]}"
"53",1613,0,2018-08-07,204,"{""type"":""LineString"",""coordinates"":[[28.6559399728176,50.2815426461056],[28.655944,50.281521],[28.65597,50.28138],[28.656007,50.281215],[28.65609,50.28085],[28.6561,50.28078],[28.65612,50.28065],[28.65615,50.28049],[28.6562,50.28027],[28.65622,50.28015],[28.65625,50.28003],[28.65627,50.27993],[28.65629,50.27986],[28.65631,50.27976],[28.65635,50.27962],[28.65642,50.27936],[28.65649,50.27916],[28.656581,50.278896],[28.6566,50.27884],[28.65668,50.2786],[28.65674,50.27844],[28.656799617128,50.2782707925632]]}"
"4",1536,1,2018-08-07,62,"{""type"":""LineString"",""coordinates"":[[28.6578804905368,50.2730901940893],[28.65796,50.27377],[28.65799,50.27394],[28.658,50.27404],[28.65802,50.27411],[28.658037,50.274187],[28.658072,50.274538],[28.65803,50.2747],[28.658,50.27481],[28.6579950617978,50.2748313988764]]}"
"2",922,1,2018-08-11,63,"{""type"":""LineString"",""coordinates"":[[28.6361282289823,50.2784833918731],[28.636096,50.278489],[28.63512,50.27866],[28.63415,50.27883],[28.63401,50.27885],[28.63293,50.27905],[28.632494116771,50.279128068638]]}"
"10",81,0,2018-08-10,58,"{""type"":""LineString"",""coordinates"":[[28.6019182847711,50.2846538230134],[28.601959,50.284646],[28.60366,50.28432],[28.6045,50.28417],[28.60534,50.28401],[28.60693,50.28372],[28.606993,50.283708],[28.60714,50.28368],[28.60733,50.28365],[28.6076662676976,50.2835907658527]]}"
"6",292,1,2018-08-08,3,"{""type"":""LineString"",""coordinates"":[[28.7079265910482,50.2695497575347],[28.707899,50.269569],[28.707429,50.269897],[28.70612,50.27081],[28.70538,50.27132],[28.7049945305954,50.2715945429572]]}"
H3,2487,0,2018-08-06,13,"{""type"":""LineString"",""coordinates"":[[28.6704716477263,50.251354696381],[28.670511,50.251334],[28.670707,50.251232],[28.671301,50.25092],[28.67144,50.25085],[28.67159,50.25078],[28.67171,50.25073],[28.673158,50.250238],[28.67386,50.24999],[28.67391,50.24997],[28.674408,50.249797],[28.6747563105647,50.2496756471171]]}"
"7A",2004,0,2018-08-08,28,"{""type"":""LineString"",""coordinates"":[[28.7211192697648,50.260319577983],[28.721067,50.260356],[28.7204,50.26082],[28.7191,50.26172],[28.718826,50.261913],[28.71866,50.26203],[28.7182649709287,50.2623116324908]]}"
"15A",216,1,2018-08-10,152,"{""type"":""LineString"",""coordinates"":[[28.661003395697,50.2521969326511],[28.661001,50.252197],[28.660016,50.252226],[28.658807,50.252371],[28.6581068930853,50.252468209796]]}"
"6",282,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.7042547150836,50.2721223112073],[28.704279,50.272105],[28.704963,50.271617],[28.70538,50.27132],[28.70612,50.27081],[28.7073939953444,50.2699214150119]]}"
"2",907,1,2018-08-12,151,"{""type"":""LineString"",""coordinates"":[[28.6966519843663,50.2377897164609],[28.696637,50.237792],[28.69645,50.23782],[28.69626,50.23785],[28.69609,50.2379],[28.69596,50.23795],[28.69587,50.23799],[28.6958,50.23803],[28.695727,50.238057],[28.69551,50.238175],[28.69533,50.238285],[28.693827,50.239202],[28.69298,50.23973],[28.69272,50.2399],[28.692504,50.240047],[28.6921367376373,50.2402973231029]]}"
"4",1532,1,2018-08-10,194,"{""type"":""LineString"",""coordinates"":[[28.6628970934276,50.2585591365326],[28.662878,50.258582],[28.66278,50.2587],[28.66201,50.25968],[28.662001,50.259692],[28.66194,50.25977],[28.661793,50.259952],[28.661773,50.259975],[28.66171,50.26005],[28.66165,50.26013],[28.66139,50.26044],[28.66128,50.26059],[28.6612174456739,50.2606703393796]]}"
"15A",216,1,2018-08-11,107,"{""type"":""LineString"",""coordinates"":[[28.661003395697,50.2521969326511],[28.661001,50.252197],[28.660016,50.252226],[28.658807,50.252371],[28.6581068930853,50.252468209796]]}"
"8",2094,1,2018-08-08,28,"{""type"":""LineString"",""coordinates"":[[28.648883638273,50.2655511225204],[28.648882,50.265563],[28.64887,50.26565],[28.6488,50.26615],[28.648736,50.266643],[28.64871,50.26684],[28.648705,50.266927],[28.648149,50.266911],[28.6481487621771,50.2669109930302]]}"
"4",1519,1,2018-08-10,58,"{""type"":""LineString"",""coordinates"":[[28.7023023373929,50.2422469076247],[28.70235,50.2426],[28.7024,50.24302],[28.702466,50.243531],[28.7025,50.24379],[28.70254,50.24413],[28.70262,50.24475],[28.70271,50.24543],[28.70283,50.24632],[28.702875,50.246688],[28.70292,50.24706],[28.702989,50.247441],[28.703069,50.247765],[28.70307,50.24777],[28.7030703121387,50.2477720289017]]}"
H4,2538,0,2018-08-11,4,"{""type"":""LineString"",""coordinates"":[[28.6558888864865,50.2903938810811],[28.65586,50.2903],[28.65582,50.29018],[28.65577,50.29005],[28.655673,50.289816],[28.65567,50.28981],[28.65563,50.28972],[28.65558,50.28963],[28.655428,50.289354],[28.655255,50.289063],[28.65523,50.28902],[28.6552281884932,50.2890166893151]]}"
"2",891,0,2018-08-12,78,"{""type"":""LineString"",""coordinates"":[[28.6617577841103,50.2561932712961],[28.66199,50.25626],[28.66238,50.25637],[28.66279,50.2565],[28.66282,50.2565],[28.66287,50.25652],[28.66306,50.25658],[28.66334,50.25665],[28.663348,50.256652],[28.6638,50.25676],[28.664213,50.256837],[28.665457,50.257045],[28.6654796243112,50.2570488231937]]}"
"5A",1972,1,2018-08-11,11,"{""type"":""LineString"",""coordinates"":[[28.6231065708146,50.2444204308455],[28.62462,50.24458],[28.62478,50.24459],[28.62532,50.24465],[28.626293,50.24475],[28.62698,50.24482],[28.62762,50.24489],[28.62942,50.24506],[28.62982,50.24511],[28.63,50.24512],[28.63011,50.24514],[28.631002,50.245229],[28.6310168179493,50.2452304866693]]}"
H7,2644,1,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.7283791567988,50.2501196211215],[28.728366,50.250121],[28.72819,50.25014],[28.72795,50.25015],[28.727902,50.250151],[28.727571,50.250199],[28.727529,50.250545],[28.72749,50.25073],[28.72748,50.25167],[28.72747,50.25257],[28.72746,50.253],[28.72747,50.25382],[28.72746,50.254],[28.72745,50.25419],[28.72742,50.25437],[28.72737,50.2546],[28.72731,50.2548],[28.72726,50.25498],[28.72716,50.2552],[28.72709,50.25535],[28.72701,50.25551],[28.72691,50.25568],[28.72681,50.25583],[28.72647,50.25628],[28.72617,50.2567],[28.725879,50.256935],[28.7257,50.25708],[28.72565,50.25712],[28.72556,50.25718],[28.72495,50.25763],[28.7249247214142,50.2576474652047]]}"
"53",1638,1,2018-08-12,105,"{""type"":""LineString"",""coordinates"":[[28.6694431009174,50.2518983302752],[28.669401,50.251921],[28.6692,50.25203],[28.6682,50.25255],[28.66709,50.25313],[28.66691,50.25323],[28.66677,50.2533],[28.66665,50.25335],[28.66654,50.25339],[28.66642,50.25343],[28.6663,50.25346],[28.666198,50.253476],[28.66617,50.25348],[28.66583,50.25353],[28.66536,50.25357],[28.66435,50.25366],[28.6640165905966,50.253687457245]]}"
"15A",200,1,2018-08-10,52,"{""type"":""LineString"",""coordinates"":[[28.7029922261025,50.237876527268],[28.702984,50.237877],[28.702713,50.237892],[28.7024,50.23791],[28.701747,50.237956],[28.70178,50.23821],[28.7019,50.23901],[28.70193,50.23927],[28.70198,50.23967],[28.7021,50.24067],[28.70218,50.24133],[28.702301,50.242237],[28.7023023373929,50.2422469076247]]}"
"3",1257,1,2018-08-11,23,"{""type"":""LineString"",""coordinates"":[[28.6128355535419,50.2826607515981],[28.612801,50.282667],[28.612586,50.282706],[28.612048,50.282803],[28.610267,50.283123],[28.6098876274362,50.2831909747451]]}"
"1",443,0,2018-08-07,384,"{""type"":""LineString"",""coordinates"":[[28.6821179952954,50.2636495028198],[28.68143,50.26335],[28.6813,50.26329],[28.680336,50.262872],[28.68017,50.2628],[28.67991,50.26269],[28.67952,50.26252],[28.67924,50.26241],[28.679155,50.262366],[28.67863,50.26214],[28.67821,50.26196],[28.67757,50.26169],[28.67738,50.26161],[28.677095,50.261487],[28.67664,50.26129],[28.67581,50.260943],[28.675414,50.260772],[28.6753802943222,50.2607574663591]]}"
H2,2534,0,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.6589227493098,50.2572254113837],[28.65857,50.25711],[28.65855,50.2571],[28.65853,50.25709],[28.65852,50.25708],[28.65851,50.25707],[28.6585,50.25706],[28.6585,50.25704],[28.65851,50.25703],[28.65851,50.25702],[28.658721,50.256747],[28.659003,50.256838]]}"
"15A",191,0,2018-08-10,57,"{""type"":""LineString"",""coordinates"":[[28.7010978831654,50.2652136417736],[28.701135,50.265187],[28.70205,50.26453],[28.70216,50.26444],[28.70227,50.26434],[28.70242,50.26417],[28.702531,50.264024],[28.702639,50.263834],[28.702772,50.263587],[28.702858,50.263289],[28.702879,50.263181],[28.702919,50.262891],[28.70294,50.262531],[28.702946,50.262314],[28.702954,50.261936],[28.702968,50.261398],[28.702983,50.260835],[28.702997,50.260282],[28.703011,50.259693],[28.70302,50.259278],[28.703021939522,50.2591936307936]]}"
"3",1223,0,2018-08-06,137,"{""type"":""LineString"",""coordinates"":[[28.66617504,50.25347928],[28.666198,50.253476],[28.6663,50.25346],[28.66642,50.25343],[28.66654,50.25339],[28.66665,50.25335],[28.66677,50.2533],[28.66691,50.25323],[28.66709,50.25313],[28.6682,50.25255],[28.6692,50.25203],[28.669401,50.251921],[28.6697,50.25176],[28.669896,50.251662],[28.670106,50.251547],[28.6704716477263,50.251354696381]]}"
"3",1208,0,2018-08-08,5,"{""type"":""LineString"",""coordinates"":[[28.593804,50.285848],[28.59393,50.28582],[28.59412,50.2858],[28.59425,50.28579],[28.59431,50.28578],[28.59438,50.28578],[28.59444,50.28578],[28.59451,50.28579],[28.59456,50.2858],[28.59467,50.28582],[28.59475,50.28584],[28.594883,50.285881],[28.594933,50.285985],[28.59512,50.28594],[28.59541,50.28587],[28.59553,50.28583],[28.595596,50.285797],[28.596988,50.285561],[28.59901,50.2852],[28.600867,50.28486],[28.601698,50.284696],[28.60173,50.28469],[28.6019182847711,50.2846538230134]]}"
"2",903,1,2018-08-06,104,"{""type"":""LineString"",""coordinates"":[[28.7032298817891,50.2521679552716],[28.70323,50.252165],[28.703239,50.251954],[28.70323,50.25148],[28.703234,50.251373],[28.70325,50.25098],[28.70326,50.25058],[28.70326,50.25017],[28.70328,50.24946],[28.70327,50.24914],[28.703219,50.248715],[28.70321,50.24864],[28.70309,50.2479],[28.70307,50.24777],[28.703069,50.247765],[28.702989,50.247441],[28.70292,50.24706],[28.702875,50.246688],[28.702873577145,50.2466763642078]]}"
"53A",1582,1,2018-08-08,200,"{""type"":""LineString"",""coordinates"":[[28.685572440041,50.2651713902817],[28.68466,50.26479],[28.6845,50.26473],[28.68424,50.26461],[28.6841,50.26455],[28.68354,50.26433],[28.68272,50.26396],[28.682708,50.263957],[28.682495,50.263869],[28.6823,50.26377],[28.68226,50.26374],[28.682224,50.263696],[28.682149,50.263663],[28.68143,50.26335],[28.6813,50.26329],[28.680336,50.262872],[28.6803119163103,50.2628615540623]]}"
"8",2065,0,2018-08-08,60,"{""type"":""LineString"",""coordinates"":[[28.6531476505092,50.2610702445564],[28.653186,50.261054],[28.653297,50.261006],[28.65343,50.26095],[28.65359,50.26088],[28.65367,50.26084],[28.65374,50.2608],[28.653848,50.260721],[28.65413,50.26036],[28.65439,50.26],[28.65507,50.2591],[28.65582,50.258097],[28.65631,50.25751],[28.65656,50.2572],[28.65676,50.25696],[28.6569,50.25678],[28.656989,50.256675],[28.65717,50.25646],[28.657299,50.256306],[28.65779,50.25646],[28.65791,50.256499],[28.65822,50.2566],[28.658721,50.256747],[28.659003,50.256838],[28.6590392009214,50.2568497736793]]}"
"2",913,1,2018-08-09,105,"{""type"":""LineString"",""coordinates"":[[28.6640165905966,50.253687457245],[28.66401,50.253688],[28.66375,50.25371],[28.66362,50.25372],[28.66229,50.25383],[28.66151,50.253859],[28.66146,50.25403],[28.66144,50.25413],[28.6614,50.25423],[28.66129,50.25449],[28.6612250344828,50.2546524137931]]}"
"3",1237,0,2018-08-08,81,"{""type"":""LineString"",""coordinates"":[[28.7004815010102,50.2656575727668],[28.70042,50.265704],[28.70005,50.26598],[28.69945,50.26642],[28.69888,50.26685],[28.6983,50.26729],[28.69818,50.26737],[28.69782,50.26763],[28.697704,50.267713],[28.697072,50.268165],[28.69724,50.26827],[28.69734,50.26835],[28.69738,50.26841],[28.6974,50.26846],[28.69741,50.268499],[28.69741,50.26851],[28.69741,50.26856],[28.69739,50.26862],[28.69735,50.26868],[28.697317,50.268713],[28.69727,50.26876],[28.69716,50.26884],[28.69701,50.26893],[28.6968065695707,50.2690823487797]]}"
"4",1506,0,2018-08-08,27,"{""type"":""LineString"",""coordinates"":[[28.6869624495515,50.2656506902796],[28.68736,50.26582],[28.6885,50.26631],[28.68868,50.26639],[28.68886,50.26647],[28.688929,50.266525],[28.68926,50.26667],[28.68936,50.26671],[28.68942,50.26674],[28.6902,50.26708],[28.69068,50.26727],[28.69109,50.26746],[28.69117,50.26749],[28.69151,50.26764],[28.691655,50.267701],[28.691905,50.267805],[28.69242,50.26802],[28.692615,50.268096],[28.69265,50.26811]]}"
"8",2074,0,2018-08-11,21,"{""type"":""LineString"",""coordinates"":[[28.6924775510225,50.2400650274125],[28.692504,50.240047],[28.69272,50.2399],[28.69298,50.23973],[28.693827,50.239202],[28.6952791334125,50.2383160343718]]}"
"4",1541,1,2018-08-06,16,"{""type"":""LineString"",""coordinates"":[[28.6556871437232,50.2898501199096],[28.65577,50.29005],[28.65582,50.29018],[28.65586,50.2903],[28.655896,50.290417],[28.6559,50.29043],[28.65594,50.29059],[28.65595,50.29065],[28.65615,50.29147],[28.65619,50.29166],[28.65636,50.29246],[28.65642,50.29274],[28.65646,50.29293],[28.65654,50.29325],[28.656565,50.293336],[28.6565716104674,50.2933582111704]]}"
"15A",175,0,2018-08-08,61,"{""type"":""LineString"",""coordinates"":[[28.6231065708146,50.2444204308455],[28.62462,50.24458],[28.62478,50.24459],[28.62532,50.24465],[28.626293,50.24475],[28.62698,50.24482],[28.62762,50.24489],[28.62942,50.24506],[28.62982,50.24511],[28.63,50.24512],[28.63011,50.24514],[28.631002,50.245229],[28.6310168179493,50.2452304866693]]}"
"3",1235,0,2018-08-11,72,"{""type"":""LineString"",""coordinates"":[[28.7030740295011,50.2566765839479],[28.703074,50.256678],[28.7030400411717,50.2584418614948]]}"
"53",1648,1,2018-08-12,3,"{""type"":""LineString"",""coordinates"":[[28.6565876937375,50.2788762710895],[28.656581,50.278896],[28.65649,50.27916],[28.65642,50.27936],[28.65635,50.27962],[28.65631,50.27976],[28.65629,50.27986],[28.65627,50.27993],[28.65625,50.28003],[28.65622,50.28015],[28.6562,50.28027],[28.65615,50.28049],[28.65612,50.28065],[28.6561,50.28078],[28.65609,50.28085],[28.6560133153075,50.2811872278645]]}"
"53",1658,1,2018-08-07,0,"{""type"":""LineString"",""coordinates"":[[28.654168,50.306095],[28.654193,50.306079]]}"
"1",484,1,2018-08-06,142,"{""type"":""LineString"",""coordinates"":[[28.6701049335003,50.2584948459131],[28.67054,50.25868],[28.67133,50.25901],[28.672251,50.259407],[28.672789,50.259643],[28.673496,50.259953],[28.67365,50.26002],[28.67428,50.26028],[28.67476,50.26049],[28.675414,50.260772],[28.67581,50.260943],[28.67664,50.26129],[28.677095,50.261487],[28.6771259153746,50.2615003424248]]}"
"53A",1551,0,2018-08-07,29,"{""type"":""LineString"",""coordinates"":[[28.6558888864865,50.2903938810811],[28.65586,50.2903],[28.65582,50.29018],[28.65577,50.29005],[28.655673,50.289816],[28.65567,50.28981],[28.65563,50.28972],[28.65558,50.28963],[28.655428,50.289354],[28.655255,50.289063],[28.65523,50.28902],[28.6552281884932,50.2890166893151]]}"
"53",1649,1,2018-08-10,73,"{""type"":""LineString"",""coordinates"":[[28.6560133153075,50.2811872278645],[28.656007,50.281215],[28.65597,50.28138],[28.655944,50.281521],[28.65592,50.28165],[28.65584,50.28206],[28.6558,50.28231],[28.65573,50.28272],[28.655597,50.283401],[28.65557,50.28354],[28.65552,50.28379],[28.6555,50.28394],[28.65548,50.28406],[28.65545,50.28422],[28.65544,50.28435],[28.65543,50.28446],[28.6554,50.2848],[28.655395,50.284865],[28.65538,50.28507],[28.6553709634146,50.2851513292683]]}"
"4",1510,0,2018-08-09,33,"{""type"":""LineString"",""coordinates"":[[28.703021939522,50.2591936307936],[28.703022,50.259191],[28.703035,50.258716],[28.70304,50.258444],[28.703074,50.256678],[28.70308,50.25639],[28.70309,50.25627],[28.7031009071339,50.2559705495976]]}"
"8",2059,0,2018-08-08,33,"{""type"":""LineString"",""coordinates"":[[28.6336632670451,50.2695883158825],[28.633678,50.269586],[28.63391,50.26955],[28.63415,50.26951],[28.63489,50.26939],[28.63515,50.26936],[28.63532,50.26934],[28.63547,50.26933],[28.63563,50.26932],[28.63586,50.2693],[28.63624,50.2693],[28.63647,50.2693],[28.63668,50.2693],[28.63683,50.26931],[28.638387,50.269347],[28.638421,50.269348],[28.6384238570209,50.2693481152689]]}"
"1",478,1,2018-08-10,296,"{""type"":""LineString"",""coordinates"":[[28.6768413610869,50.2489565663417],[28.67682,50.248964],[28.67643,50.2491],[28.675666,50.249356],[28.6755,50.24941],[28.67503,50.24958],[28.674784,50.249666],[28.674408,50.249797],[28.67391,50.24997],[28.67386,50.24999],[28.673158,50.250238],[28.67171,50.25073],[28.67159,50.25078],[28.67144,50.25085],[28.671301,50.25092],[28.670707,50.251232],[28.670511,50.251334],[28.670106,50.251547],[28.669896,50.251662],[28.6697,50.25176],[28.6694431009174,50.2518983302752]]}"
"8",2096,1,2018-08-07,7,"{""type"":""LineString"",""coordinates"":[[28.6449177542538,50.2678903729974],[28.644916,50.2679],[28.64489,50.26804],[28.644716,50.268995],[28.64462,50.26952],[28.644592,50.269699],[28.64418,50.26968],[28.64342,50.26963],[28.64286,50.2696],[28.642767,50.269595],[28.6427644621088,50.2695948632602]]}"
H5,2589,1,2018-08-07,5,"{""type"":""LineString"",""coordinates"":[[28.6131,50.23927],[28.61382,50.23954],[28.614242,50.239681],[28.61477,50.23983],[28.61488,50.23987],[28.61498,50.23991],[28.61506,50.23995],[28.6151,50.23999],[28.61513,50.24003],[28.615133,50.240084],[28.61568,50.24024],[28.6164,50.24052],[28.61666,50.24064],[28.6168,50.24072],[28.61702,50.24084],[28.61721,50.24096],[28.61737,50.24108],[28.61766,50.24132],[28.617685,50.241341],[28.61779,50.24144],[28.61816,50.24177],[28.61892,50.24245],[28.61925,50.24273],[28.61935,50.2428],[28.61947,50.2429],[28.6197,50.24309],[28.6199,50.24323],[28.620196,50.243431],[28.62021,50.24344],[28.6202612953368,50.2434699222798]]}"
"4A",254,1,2018-08-10,30,"{""type"":""LineString"",""coordinates"":[[28.6578804905368,50.2730901940893],[28.65796,50.27377],[28.65799,50.27394],[28.658,50.27404],[28.65802,50.27411],[28.658037,50.274187],[28.658072,50.274538],[28.65803,50.2747],[28.658,50.27481],[28.6579950617978,50.2748313988764]]}"
"8",2070,0,2018-08-09,67,"{""type"":""LineString"",""coordinates"":[[28.6747563105647,50.2496756471171],[28.674784,50.249666],[28.67503,50.24958],[28.6755,50.24941],[28.675666,50.249356],[28.67643,50.2491],[28.67682,50.248964],[28.67732,50.24879],[28.6777,50.24865],[28.67788,50.24859],[28.67791,50.24858],[28.678008,50.248531],[28.67813,50.24849],[28.67822,50.24845],[28.67831,50.24841],[28.67949,50.24777],[28.680735,50.247101],[28.68109,50.24691],[28.681245,50.246832],[28.6816660944275,50.246608692349]]}"
