"i","n","d","x","y","tk","route"
240,"ш. Київське",1,28.701113,50.271955,"marshrutka","8"
1,"Автовокзал",1,28.691544,50.267811,"marshrutka","8"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","8"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"marshrutka","8"
5565,"вул. Київська",1,28.675707,50.26112,"marshrutka","8"
5563,"вул. Михайла Грушевського",1,28.673394,50.264133,"marshrutka","8"
4714,"Ломбард",1,28.670689,50.267434,"marshrutka","8"
4707,"вул. Князів Острозьких",1,28.668993,50.26938,"marshrutka","8"
4702,"вул. Хлібна",1,28.664959,50.268159,"marshrutka","8"
4701,"вул. Небесної сотні",1,28.66251,50.267975,"marshrutka","8"
101,"Сінний ринок",1,28.657776,50.26922,"marshrutka","8"
104,"пров. 2-й Капітульний",1,28.657942,50.273083,"marshrutka","8"
106,"пр. Незалежності",1,28.658119,50.27486,"marshrutka","8"
27780,"вул. Героїв Чорнобиля",1,28.656693,50.278912,"marshrutka","8"
109,"Агротехнічний коледж",1,28.656219,50.281234,"marshrutka","8"
5708,"Школи",1,28.649769,50.283615,"marshrutka","8"
5706,"Авторинок",1,28.643358,50.285183,"marshrutka","8"
5704,"вул. Індустріальна",1,28.637436,50.286604,"marshrutka","8"
5701,"вул. Бялика",1,28.63476,50.287163,"marshrutka","8"
5761,"на вимогу",1,28.632013,50.288948,"marshrutka","8"
5764,"на вимогу",1,28.633183,50.290092,"marshrutka","8"
5700,"Гаражний кооператив ""Аграрник""",1,28.63431,50.291237,"marshrutka","8"
5700,"Гаражний кооператив ""Аграрник""",0,28.63431,50.291237,"marshrutka","8"
5763,"на вимогу",0,28.632946,50.290024,"marshrutka","8"
5762,"на вимогу",0,28.632099,50.288795,"marshrutka","8"
5702,"вул. Бялика",0,28.634733,50.287296,"marshrutka","8"
5703,"вул. Індустріальна",0,28.638065,50.286278,"marshrutka","8"
5705,"Авторинок",0,28.643639,50.28503,"marshrutka","8"
5707,"Школи",0,28.65008,50.283466,"marshrutka","8"
108,"Агротехнічний коледж",0,28.655743,50.281506,"marshrutka","8"
107,"вул. Героїв Чорнобиля",0,28.656681,50.278229,"marshrutka","8"
105,"пр. Незалежності",0,28.657728,50.275143,"marshrutka","8"
103,"пров. 2-й Капітульний",0,28.657711,50.272487,"marshrutka","8"
102,"Сінний ринок",0,28.657507,50.268925,"marshrutka","8"
4700,"Автоцентр",0,28.659512,50.267689,"marshrutka","8"
4703,"вул. Небесної сотні",0,28.663073,50.26791,"marshrutka","8"
4704,"вул. Хлібна",0,28.6656,50.268139,"marshrutka","8"
4708,"вул. Князів Острозьких",0,28.669351,50.268958,"marshrutka","8"
4713,"Ломбард",0,28.670717,50.267136,"marshrutka","8"
4,"майдан Згоди",0,28.683226,50.263958,"marshrutka","8"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"marshrutka","8"
2,"Автовокзал",0,28.692022,50.267689,"marshrutka","8"
239,"вул. Нобелівська",0,28.700989,50.271633,"marshrutka","8"
162,"вул. Сергія Параджанова",0,28.704216,50.272068,"marshrutka","8"
165,"на вимогу",0,28.70734,50.269844,"marshrutka","8"
166,"Тарний комбінат",0,28.710674,50.267541,"marshrutka","8"
169,"вул. Кооперативна",0,28.714448,50.264891,"marshrutka","8"
170,"вул. Металістів",0,28.718721,50.261852,"marshrutka","8"
180,"ЗОК",0,28.721912,50.259636,"marshrutka","8"
185,"завод ""Вібросепаратор""",0,28.725751,50.25687,"marshrutka","8"
5749,"вул. Корольова",0,28.726624,50.250256,"marshrutka","8"
32936,"ПАТ ""Верстатуніверсалмаш""",0,28.722331,50.250393,"marshrutka","8"
32941,"Хінчанка",0,28.71779,50.251239,"marshrutka","8"
192,"Школа №30",0,28.710957,50.249645,"marshrutka","8"
5746,"вул. Ціолковського",0,28.709921,50.247116,"marshrutka","8"
5746,"вул. Ціолковського",1,28.709921,50.247116,"marshrutka","8"
5748,"магазин ""Берізка""",1,28.706476,50.247276,"marshrutka","8"
48,"майдан Польовий",1,28.702713,50.246696,"marshrutka","8"
32927,"на вимогу",1,28.702341,50.243538,"marshrutka","8"
46,"вул. Івана Огієнка",1,28.701954,50.240677,"marshrutka","8"
42,"пл. Смолянська",1,28.696663,50.237862,"marshrutka","8"
39,"пров. 3-й Магазинний",1,28.692189,50.240374,"marshrutka","8"
27788,"вул. Гагаріна",1,28.68654,50.244003,"marshrutka","8"
32,"вул. Довженка",1,28.680824,50.247169,"marshrutka","8"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"marshrutka","8"
258,"вул. Івана Кочерги",1,28.67013,50.251817,"marshrutka","8"
32947,"вул. Бориса Тена",1,28.672757,50.254337,"marshrutka","8"
5699,"Житній ринок",1,28.674715,50.25642,"marshrutka","8"
5594,"вул. Київська",1,28.672164,50.25976,"marshrutka","8"
159,"вул. Небесної сотні",1,28.668792,50.262363,"marshrutka","8"
250,"вул. Лесі Українки",1,28.664053,50.264862,"marshrutka","8"
4703,"вул. Небесної сотні",1,28.663073,50.26791,"marshrutka","8"
4704,"вул. Хлібна",1,28.6656,50.268139,"marshrutka","8"
4706,"вул. Князів Острозьких",1,28.669565,50.269444,"marshrutka","8"
4711,"вул. Михайла Грушевського",1,28.674302,50.270955,"marshrutka","8"
142,"Автопарк",1,28.675659,50.272282,"marshrutka","8"
147,"Автоколона",1,28.673885,50.273174,"marshrutka","8"
5605,"вул. Отаманів Соколовських",1,28.667431,50.272878,"marshrutka","8"
5607,"вул. Народицька",1,28.665332,50.276403,"marshrutka","8"
33005,"Станція швидкої допомоги",1,28.66259,50.278624,"marshrutka","8"
27780,"вул. Героїв Чорнобиля",1,28.656693,50.278912,"marshrutka","8"
109,"Агротехнічний коледж",1,28.656219,50.281234,"marshrutka","8"
5708,"Школи",1,28.649769,50.283615,"marshrutka","8"
5706,"Авторинок",1,28.643358,50.285183,"marshrutka","8"
5704,"вул. Індустріальна",1,28.637436,50.286604,"marshrutka","8"
5701,"вул. Бялика",1,28.63476,50.287163,"marshrutka","8"
5761,"на вимогу",1,28.632013,50.288948,"marshrutka","8"
5764,"на вимогу",1,28.633183,50.290092,"marshrutka","8"
5700,"Гаражний кооператив ""Аграрник""",1,28.63431,50.291237,"marshrutka","8"
32627,"Автостанція ""Житній ринок""",0,28.676258,50.256214,"bus","115"
5577,"вул. Велика Бердичівська",0,28.674604,50.250179,"bus","115"
5692,"вул. Жуйка",0,28.686774,50.242548,"bus","115"
5693,"ТЕС",0,28.680553,50.240461,"bus","115"
5696,"ш. Бердичівське",0,28.673374,50.234169,"bus","115"
27294,"Психіатрична лікарня",0,28.671575,50.227803,"bus","115"
32974,"на вимогу",0,28.667659,50.218738,"bus","115"
27290,"с. Гуйва",0,28.665763,50.211849,"bus","115"
27787,"Бронетанковий завод",0,28.687643,50.210289,"bus","115"
27769,"с. Новогуйвинське",0,28.687578,50.207565,"bus","115"
27771,"вул. Моторна",0,28.68743,50.201931,"bus","115"
32977,"на вимогу",0,28.696683,50.191134,"bus","115"
27773,"с. Пряжів",0,28.697515,50.188095,"bus","115"
27775,"Озеро",0,28.705143,50.186909,"bus","115"
27784,"КПП",0,28.724965,50.18062,"bus","115"
27778,"на вимогу",0,28.731781,50.178772,"bus","115"
27776,"с. Озерне",0,28.741394,50.178894,"bus","115"
27776,"с. Озерне",1,28.741394,50.178894,"bus","115"
27779,"на вимогу",1,28.731576,50.179112,"bus","115"
27783,"КПП",1,28.724992,50.180848,"bus","115"
27774,"Озеро",1,28.703658,50.187226,"bus","115"
27772,"с. Пряжів",1,28.697483,50.188366,"bus","115"
32976,"на вимогу",1,28.696863,50.191085,"bus","115"
27770,"вул. Моторна",1,28.687643,50.201985,"bus","115"
27768,"с. Новогуйвинське",1,28.687766,50.20768,"bus","115"
27786,"Бронетанковий завод",1,28.687418,50.210816,"bus","115"
27289,"с. Гуйва",1,28.665255,50.212421,"bus","115"
32975,"на вимогу",1,28.668432,50.219543,"bus","115"
27293,"Психіатрична лікарня",1,28.672418,50.228877,"bus","115"
5695,"вул. Жуйка",1,28.674162,50.234876,"bus","115"
5694,"ТЕС",1,28.680219,50.23993,"bus","115"
27788,"вул. Гагаріна",1,28.68654,50.244003,"bus","115"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"bus","115"
32627,"Автостанція ""Житній ринок""",1,28.676258,50.256214,"bus","115"
617,"Залізничний вокзал",0,28.697378,50.268738,"bus","102"
1,"Автовокзал",0,28.691544,50.267811,"bus","102"
7,"ТЦ ""Глобал""",0,28.68554,50.265249,"bus","102"
10,"вул. Івана Мазепи",0,28.680287,50.262919,"bus","102"
11,"вул. Хлібна",0,28.67346,50.259987,"bus","102"
13,"вул. Небесної сотні",0,28.668436,50.257862,"bus","102"
16,"Кінотеатр ""Україна""",0,28.663309,50.25672,"bus","102"
17,"готель ""Україна""",0,28.659986,50.255733,"bus","102"
76,"пл. Перемоги",0,28.657115,50.256719,"bus","102"
62,"вул. Ольжича",0,28.653347,50.261055,"bus","102"
64,"вул. Лесі Українки",0,28.649035,50.265572,"bus","102"
65,"вул. Домбровського",0,28.648795,50.267455,"bus","102"
67,"вул. Миколи Сціборського",0,28.6483,50.270535,"bus","102"
69,"вул. Перемоги",0,28.647856,50.274274,"bus","102"
78,"пр. Миру",0,28.640827,50.277788,"bus","102"
81,"ринок ""Хмільники""",0,28.636152,50.27862,"bus","102"
83,"Панчішна фабрика",0,28.632519,50.279267,"bus","102"
84,"вул. Героїв Десантників",0,28.618149,50.281846,"bus","102"
87,"вул. Романа Шухевича",0,28.612862,50.282807,"bus","102"
88,"вул. Миру",0,28.609912,50.283327,"bus","102"
89,"Житичі",0,28.607063,50.283859,"bus","102"
91,"вул. Офіцерська",0,28.601766,50.284839,"bus","102"
32983,"Ресторан ""Ялинка""",0,28.594577,50.286176,"bus","102"
33041,"поворот на Довжик",0,28.58803,50.287535,"bus","102"
32982,"вул. Агрономічна",0,28.587407,50.290259,"bus","102"
32979,"Кафе",0,28.586831,50.295721,"bus","102"
32985,"вул. Сінна",0,28.584731,50.29791,"bus","102"
32978,"с. Довжик (на вимогу)",0,28.58384,50.299973,"bus","102"
32978,"с. Довжик (на вимогу)",1,28.58384,50.299973,"bus","102"
32986,"вул. Сінна",1,28.584685,50.297544,"bus","102"
32980,"Кафе",1,28.586391,50.295904,"bus","102"
32981,"вул. Агрономічна",1,28.587236,50.290071,"bus","102"
33040,"поворот на Довжик",1,28.588419,50.286993,"bus","102"
32984,"Ресторан ""Ялинка""",1,28.593906,50.285994,"bus","102"
92,"вул. Офіцерська",1,28.601887,50.284491,"bus","102"
90,"Житичі",1,28.607642,50.283453,"bus","102"
86,"вул. Романа Шухевича",1,28.611977,50.282639,"bus","102"
85,"вул. Героїв Десантників",1,28.61828,50.281486,"bus","102"
82,"Панчішна фабрика",1,28.631087,50.279235,"bus","102"
80,"ринок ""Хмільники""",1,28.636594,50.278265,"bus","102"
79,"майдан Визволення",1,28.641054,50.277465,"bus","102"
70,"вул. Перемоги",1,28.647659,50.273266,"bus","102"
68,"вул. Миколи Сціборського",1,28.648241,50.269234,"bus","102"
66,"вул. Домбровського",1,28.648611,50.266636,"bus","102"
71,"майдан Короленка",1,28.649477,50.263462,"bus","102"
63,"вул. Ольжича",1,28.653109,50.260979,"bus","102"
74,"пл. Перемоги",1,28.659071,50.256752,"bus","102"
15,"Михайлівський собор",1,28.661782,50.256109,"bus","102"
12,"вул. Хлібна",1,28.672857,50.259579,"bus","102"
4,"майдан Згоди",1,28.683226,50.263958,"bus","102"
6,"ТЦ ""Глобал""",1,28.68699,50.265586,"bus","102"
2,"Автовокзал",1,28.692022,50.267689,"bus","102"
617,"Залізничний вокзал",1,28.697378,50.268738,"bus","102"
32956,"вул. Митрополита Андрея Шептицького",0,28.614409,50.275024,"marshrutka","23"
32957,"вул. Бондарна",0,28.610185,50.276389,"marshrutka","23"
5635,"пров. 1-й Лісний",0,28.605864,50.279644,"marshrutka","23"
5636,"ринок ""Економний""",0,28.608627,50.281384,"marshrutka","23"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"marshrutka","23"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"marshrutka","23"
82,"Панчішна фабрика",0,28.631087,50.279235,"marshrutka","23"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"marshrutka","23"
79,"майдан Визволення",0,28.641054,50.277465,"marshrutka","23"
70,"вул. Перемоги",0,28.647659,50.273266,"marshrutka","23"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"marshrutka","23"
66,"вул. Домбровського",0,28.648611,50.266636,"marshrutka","23"
71,"майдан Короленка",0,28.649477,50.263462,"marshrutka","23"
63,"вул. Ольжича",0,28.653109,50.260979,"marshrutka","23"
77,"пл. Перемоги",0,28.657405,50.255962,"marshrutka","23"
44,"Автомобільно-дорожний коледж",0,28.660893,50.253921,"marshrutka","23"
23,"пл. Корольова",0,28.66616,50.253374,"marshrutka","23"
27,"Старий Бульвар",0,28.670425,50.251266,"marshrutka","23"
28,"Університет ім. Івана Франка",0,28.674731,50.249603,"marshrutka","23"
33,"вул. Довженка",0,28.681618,50.246518,"marshrutka","23"
34,"вул. Гагаріна",0,28.685055,50.244705,"marshrutka","23"
37,"вул. Жуйка",0,28.688416,50.242691,"marshrutka","23"
40,"пров. 3-й Магазинний",0,28.692438,50.240007,"marshrutka","23"
41,"пл. Смолянська",0,28.695212,50.238206,"marshrutka","23"
199,"вул. Івана Гонти",0,28.699023,50.236673,"marshrutka","23"
204,"Фабрика хутряних виробів",0,28.703636,50.233791,"marshrutka","23"
203,"вул. Комерційна",0,28.708818,50.230415,"marshrutka","23"
425,"майдан Станишівський",0,28.715038,50.226557,"marshrutka","23"
421,"вул. Слобідська",0,28.719746,50.226009,"marshrutka","23"
