"i","n","d","x","y","tk","route"
5585,"Гідропарк",0,28.612433,50.239279,"marshrutka","44"
5585,"Гідропарк",1,28.612433,50.239279,"marshrutka","44"
140,"вул. Чумацький шлях",1,28.620333,50.243347,"marshrutka","44"
137,"спорткомплекс ""Динамо""",1,28.623116,50.244331,"marshrutka","44"
136,"завод ""Агромаш""",1,28.631027,50.245129,"marshrutka","44"
134,"Державний технологiчний університет",1,28.636324,50.245251,"marshrutka","44"
132,"Торгівельно-економічний коледж",1,28.639963,50.245165,"marshrutka","44"
130,"Монумент Слави",1,28.646235,50.245068,"marshrutka","44"
208,"вул. Мала Бердичівська",1,28.65806,50.25317,"marshrutka","44"
44,"Автомобільно-дорожний коледж",1,28.660893,50.253921,"marshrutka","44"
23,"пл. Корольова",1,28.66616,50.253374,"marshrutka","44"
27,"Старий Бульвар",1,28.670425,50.251266,"marshrutka","44"
28,"Університет ім. Івана Франка",1,28.674731,50.249603,"marshrutka","44"
33,"вул. Довженка",1,28.681618,50.246518,"marshrutka","44"
34,"вул. Гагаріна",1,28.685055,50.244705,"marshrutka","44"
37,"вул. Жуйка",1,28.688416,50.242691,"marshrutka","44"
40,"пров. 3-й Магазинний",1,28.692438,50.240007,"marshrutka","44"
41,"пл. Смолянська",1,28.695212,50.238206,"marshrutka","44"
43,"вул. Лук’яненка",1,28.700669,50.237912,"marshrutka","44"
47,"вул. Івана Огієнка",1,28.702435,50.242229,"marshrutka","44"
53,"майдан Польовий",1,28.703306,50.248711,"marshrutka","44"
52,"вул. Корольова",1,28.703423,50.251376,"marshrutka","44"
54,"ТЦ ""Фуршет""",1,28.703238,50.25668,"marshrutka","44"
57,"вул. Шевченка",1,28.703255,50.258446,"marshrutka","44"
59,"вул. Гоголівська",1,28.700586,50.265796,"marshrutka","44"
617,"Залізничний вокзал",1,28.697378,50.268738,"marshrutka","44"
1,"Автовокзал",1,28.691544,50.267811,"marshrutka","44"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","44"
3,"майдан Згоди",1,28.682362,50.264343,"marshrutka","44"
145,"вул. Монтана",1,28.680011,50.266999,"marshrutka","44"
142,"Автопарк",1,28.675659,50.272282,"marshrutka","44"
5718,"вул. Малинська (Оптовий ринок)",1,28.672382,50.276073,"marshrutka","44"
32978,"с. Довжик (на вимогу)",0,28.58384,50.299973,"bus","147"
32986,"вул. Сінна",0,28.584685,50.297544,"bus","147"
32980,"Кафе",0,28.586391,50.295904,"bus","147"
32981,"вул. Агрономічна",0,28.587236,50.290071,"bus","147"
33040,"поворот на Довжик",0,28.588419,50.286993,"bus","147"
32984,"Ресторан ""Ялинка""",0,28.593906,50.285994,"bus","147"
92,"вул. Офіцерська",0,28.601887,50.284491,"bus","147"
90,"Житичі",0,28.607642,50.283453,"bus","147"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"bus","147"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"bus","147"
82,"Панчішна фабрика",0,28.631087,50.279235,"bus","147"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"bus","147"
79,"майдан Визволення",0,28.641054,50.277465,"bus","147"
70,"вул. Перемоги",0,28.647659,50.273266,"bus","147"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"bus","147"
66,"вул. Домбровського",0,28.648611,50.266636,"bus","147"
71,"майдан Короленка",0,28.649477,50.263462,"bus","147"
63,"вул. Ольжича",0,28.653109,50.260979,"bus","147"
77,"пл. Перемоги",0,28.657405,50.255962,"bus","147"
44,"Автомобільно-дорожний коледж",0,28.660893,50.253921,"bus","147"
23,"пл. Корольова",0,28.66616,50.253374,"bus","147"
27,"Старий Бульвар",0,28.670425,50.251266,"bus","147"
5597,"Університет ім. Івана Франка",0,28.675015,50.250389,"bus","147"
5575,"вул. Івана Франка",0,28.676245,50.251522,"bus","147"
5579,"вул. Шевченка",0,28.680106,50.250186,"bus","147"
5583,"вул. Довженка",0,28.683804,50.249634,"bus","147"
5584,"вул. Гагаріна",0,28.688234,50.24958,"bus","147"
5595,"пл. Путятинська",0,28.687428,50.247623,"bus","147"
5595,"пл. Путятинська",1,28.687428,50.247623,"bus","147"
5596,"вул. Льва Толстого",1,28.690105,50.246136,"bus","147"
27788,"вул. Гагаріна",1,28.68654,50.244003,"bus","147"
32,"вул. Довженка",1,28.680824,50.247169,"bus","147"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"bus","147"
25,"Старий Бульвар",1,28.669493,50.251991,"bus","147"
24,"пл. Корольова",1,28.664021,50.253741,"bus","147"
45,"Автомобільно-дорожний коледж",1,28.660803,50.254091,"bus","147"
76,"пл. Перемоги",1,28.657115,50.256719,"bus","147"
62,"вул. Ольжича",1,28.653347,50.261055,"bus","147"
64,"вул. Лесі Українки",1,28.649035,50.265572,"bus","147"
65,"вул. Домбровського",1,28.648795,50.267455,"bus","147"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"bus","147"
69,"вул. Перемоги",1,28.647856,50.274274,"bus","147"
78,"пр. Миру",1,28.640827,50.277788,"bus","147"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"bus","147"
83,"Панчішна фабрика",1,28.632519,50.279267,"bus","147"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"bus","147"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"bus","147"
88,"вул. Миру",1,28.609912,50.283327,"bus","147"
89,"Житичі",1,28.607063,50.283859,"bus","147"
91,"вул. Офіцерська",1,28.601766,50.284839,"bus","147"
32983,"Ресторан ""Ялинка""",1,28.594577,50.286176,"bus","147"
33041,"поворот на Довжик",1,28.58803,50.287535,"bus","147"
32982,"вул. Агрономічна",1,28.587407,50.290259,"bus","147"
32979,"Кафе",1,28.586831,50.295721,"bus","147"
32985,"вул. Сінна",1,28.584731,50.29791,"bus","147"
32978,"с. Довжик (на вимогу)",1,28.58384,50.299973,"bus","147"
5681,"м/н Мальованка (Фабрика ""Крок"")",0,28.626955,50.258945,"marshrutka","58"
5684,"вул. Каховська",0,28.628162,50.258026,"marshrutka","58"
5682,"вул. Кармелюка",0,28.631634,50.255357,"marshrutka","58"
5676,"вул. Святого Йоана Павла ІІ",0,28.633945,50.253621,"marshrutka","58"
5675,"вул. Радивілівська",0,28.639677,50.253296,"marshrutka","58"
5674,"Музична школа",0,28.642149,50.253868,"marshrutka","58"
5671,"вул. Володимирська",0,28.651398,50.257111,"marshrutka","58"
74,"пл. Перемоги",0,28.659071,50.256752,"marshrutka","58"
15,"Михайлівський собор",0,28.661782,50.256109,"marshrutka","58"
12,"вул. Хлібна",0,28.672857,50.259579,"marshrutka","58"
4,"майдан Згоди",0,28.683226,50.263958,"marshrutka","58"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"marshrutka","58"
417,"Автовокзал",0,28.692698,50.268009,"marshrutka","58"
61,"пл. Привокзальна",0,28.697631,50.267671,"marshrutka","58"
58,"вул. Гоголівська",0,28.70104,50.265133,"marshrutka","58"
56,"вул. Шевченка",0,28.702777,50.259188,"marshrutka","58"
5656,"вул. Шевченка",0,28.702599,50.258759,"marshrutka","58"
5590,"Ліцей №24",0,28.696392,50.256938,"marshrutka","58"
5592,"магазин ""Реал-маркет""",0,28.694689,50.25634,"marshrutka","58"
5588,"вул. Східна",0,28.690081,50.254906,"marshrutka","58"
5571,"вул. Князів Острозьких",0,28.681757,50.252125,"marshrutka","58"
5582,"вул. Святослава Ріхтера",0,28.679272,50.250092,"marshrutka","58"
193,"вул. Шевченка",0,28.677579,50.248201,"marshrutka","58"
429,"Обласна лікарня",0,28.675637,50.247325,"marshrutka","58"
442,"Університет ім. Івана Франка",0,28.67277,50.248371,"marshrutka","58"
515,"Старий Бульвар",0,28.667717,50.250057,"marshrutka","58"
463,"Філармонія",0,28.663027,50.24971,"marshrutka","58"
275,"Діагностичний центр",0,28.658373,50.247856,"marshrutka","58"
275,"Діагностичний центр",1,28.658373,50.247856,"marshrutka","58"
197,"Філармонія",1,28.663931,50.249241,"marshrutka","58"
449,"Філармонія",1,28.664207,50.249691,"marshrutka","58"
521,"Старий Бульвар",1,28.66769,50.249878,"marshrutka","58"
28,"Університет ім. Івана Франка",1,28.674731,50.249603,"marshrutka","58"
5578,"вул. Велика Бердичівська",1,28.678592,50.248951,"marshrutka","58"
5581,"вул. Святослава Ріхтера",1,28.680052,50.250699,"marshrutka","58"
5572,"вул. Князів Острозьких",1,28.682882,50.252399,"marshrutka","58"
5589,"вул. Східна",1,28.690027,50.254749,"marshrutka","58"
5593,"магазин ""Реал-маркет""",1,28.694967,50.256302,"marshrutka","58"
5591,"Ліцей №24",1,28.696941,50.256915,"marshrutka","58"
5654,"вул. Вітрука",1,28.701714,50.258492,"marshrutka","58"
59,"вул. Гоголівська",1,28.700586,50.265796,"marshrutka","58"
617,"Залізничний вокзал",1,28.697378,50.268738,"marshrutka","58"
1,"Автовокзал",1,28.691544,50.267811,"marshrutka","58"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","58"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"marshrutka","58"
11,"вул. Хлібна",1,28.67346,50.259987,"marshrutka","58"
13,"вул. Небесної сотні",1,28.668436,50.257862,"marshrutka","58"
16,"Кінотеатр ""Україна""",1,28.663309,50.25672,"marshrutka","58"
17,"готель ""Україна""",1,28.659986,50.255733,"marshrutka","58"
76,"пл. Перемоги",1,28.657115,50.256719,"marshrutka","58"
253,"вул. Ольжича",1,28.653125,50.260565,"marshrutka","58"
5672,"вул. Володимирська",1,28.651617,50.257614,"marshrutka","58"
5673,"Музична школа",1,28.64172,50.253944,"marshrutka","58"
5678,"вул. Радивілівська",1,28.637995,50.254166,"marshrutka","58"
5677,"вул. Святого Йоана Павла ІІ",1,28.63385,50.253864,"marshrutka","58"
5683,"вул. Кармелюка",1,28.631217,50.255839,"marshrutka","58"
31711,"вул. Каховська",1,28.627912,50.258399,"marshrutka","58"
5681,"м/н Мальованка (Фабрика ""Крок"")",1,28.626955,50.258945,"marshrutka","58"
265,"вул. Олександра Клосовського",0,28.628725,50.27618,"marshrutka","37"
266,"вул. Олександра Клосовського, 10",0,28.634119,50.275738,"marshrutka","37"
403,"вул. Сурина Гора, 30",0,28.6334,50.274212,"marshrutka","37"
262,"бул. Польський",0,28.629893,50.272163,"marshrutka","37"
405,"пров. 2-й Хмельовий",0,28.633653,50.269523,"marshrutka","37"
406,"пров. 1-й Винокурний",0,28.638426,50.269295,"marshrutka","37"
402,"вул. Котляревського",0,28.642313,50.269497,"marshrutka","37"
260,"вул. Чехова",0,28.64459,50.268986,"marshrutka","37"
251,"вул. Домбровського",0,28.649279,50.266991,"marshrutka","37"
4697,"вул. Юрка Тютюнника",0,28.65367,50.267292,"marshrutka","37"
4700,"Автоцентр",0,28.659512,50.267689,"marshrutka","37"
274,"вул. Небесної сотні",0,28.66275,50.267719,"marshrutka","37"
249,"вул. Лесі Українки",0,28.663927,50.264683,"marshrutka","37"
32945,"вул. Михайла Грушевського",0,28.666772,50.261358,"marshrutka","37"
12,"вул. Хлібна",0,28.672857,50.259579,"marshrutka","37"
4,"майдан Згоди",0,28.683226,50.263958,"marshrutka","37"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"marshrutka","37"
417,"Автовокзал",0,28.692698,50.268009,"marshrutka","37"
61,"пл. Привокзальна",0,28.697631,50.267671,"marshrutka","37"
58,"вул. Гоголівська",0,28.70104,50.265133,"marshrutka","37"
56,"вул. Шевченка",0,28.702777,50.259188,"marshrutka","37"
55,"ТЦ ""Фуршет""",0,28.702976,50.255966,"marshrutka","37"
51,"вул. Корольова",0,28.703106,50.252163,"marshrutka","37"
48,"майдан Польовий",0,28.702713,50.246696,"marshrutka","37"
48,"майдан Польовий",1,28.702713,50.246696,"marshrutka","37"
32927,"на вимогу",1,28.702341,50.243538,"marshrutka","37"
46,"вул. Івана Огієнка",1,28.701954,50.240677,"marshrutka","37"
42,"пл. Смолянська",1,28.696663,50.237862,"marshrutka","37"
39,"пров. 3-й Магазинний",1,28.692189,50.240374,"marshrutka","37"
27788,"вул. Гагаріна",1,28.68654,50.244003,"marshrutka","37"
32,"вул. Довженка",1,28.680824,50.247169,"marshrutka","37"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"marshrutka","37"
258,"вул. Івана Кочерги",1,28.67013,50.251817,"marshrutka","37"
32947,"вул. Бориса Тена",1,28.672757,50.254337,"marshrutka","37"
5699,"Житній ринок",1,28.674715,50.25642,"marshrutka","37"
13,"вул. Небесної сотні",1,28.668436,50.257862,"marshrutka","37"
94,"вул. Львівська",1,28.662958,50.25861,"marshrutka","37"
97,"вул. Покровська",1,28.661357,50.260779,"marshrutka","37"
99,"вул. Лесі Українки",1,28.658463,50.265039,"marshrutka","37"
4699,"Сінний ринок",1,28.657549,50.267666,"marshrutka","37"
4698,"вул. Юрка Тютюнника",1,28.653045,50.267355,"marshrutka","37"
259,"вул. Новосінна",1,28.648148,50.266937,"marshrutka","37"
261,"вул. Чехова",1,28.645009,50.267907,"marshrutka","37"
401,"вул. Котляревського",1,28.642763,50.269622,"marshrutka","37"
407,"пров. 1-й Винокурний",1,28.637788,50.269539,"marshrutka","37"
33057,"вул. Сурина Гора, 12 (на вимогу)",1,28.633997,50.269689,"marshrutka","37"
404,"Сурина Гора",1,28.631442,50.270282,"marshrutka","37"
263,"бул. Польський",1,28.630032,50.272316,"marshrutka","37"
264,"вул. Сурина Гора, 30",1,28.633608,50.274023,"marshrutka","37"
267,"Олександра Клосовського, 10",1,28.633835,50.27581,"marshrutka","37"
265,"вул. Олександра Клосовського",1,28.628725,50.27618,"marshrutka","37"
118,"м/н Крошня",0,28.657448,50.29623,"trol","4"
116,"вул. Гранітна",0,28.656267,50.292754,"trol","4"
114,"вул. Чеська Крошня",0,28.655752,50.290436,"trol","4"
113,"вул. Северина Наливайка",0,28.655054,50.289112,"trol","4"
110,"Стоматологічна поліклініка",0,28.655209,50.284859,"trol","4"
108,"Агротехнічний коледж",0,28.655743,50.281506,"trol","4"
107,"вул. Героїв Чорнобиля",0,28.656681,50.278229,"trol","4"
105,"пр. Незалежності",0,28.657728,50.275143,"trol","4"
103,"пров. 2-й Капітульний",0,28.657711,50.272487,"trol","4"
102,"Сінний ринок",0,28.657507,50.268925,"trol","4"
98,"вул. Лесі Українки",0,28.658368,50.264463,"trol","4"
96,"вул. Покровська",0,28.661873,50.259651,"trol","4"
95,"вул. Київська",0,28.663553,50.257504,"trol","4"
33006,"Укртелеком",0,28.665497,50.256946,"trol","4"
14,"вул. Небесної сотні",0,28.670147,50.258396,"trol","4"
9,"вул. Князів Острозьких",0,28.677158,50.261426,"trol","4"
4,"майдан Згоди",0,28.683226,50.263958,"trol","4"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"trol","4"
417,"Автовокзал",0,28.692698,50.268009,"trol","4"
61,"пл. Привокзальна",0,28.697631,50.267671,"trol","4"
58,"вул. Гоголівська",0,28.70104,50.265133,"trol","4"
56,"вул. Шевченка",0,28.702777,50.259188,"trol","4"
55,"ТЦ ""Фуршет""",0,28.702976,50.255966,"trol","4"
51,"вул. Корольова",0,28.703106,50.252163,"trol","4"
50,"майдан Польовий",0,28.703865,50.247322,"trol","4"
191,"вул. Космонавтів",0,28.710377,50.246708,"trol","4"
191,"вул. Космонавтів",1,28.710377,50.246708,"trol","4"
189,"вул. Кибальчича",1,28.709431,50.241873,"trol","4"
187,"вул. Селецька",1,28.708189,50.237716,"trol","4"
188,"вул. Вітрука",1,28.702998,50.237977,"trol","4"
47,"вул. Івана Огієнка",1,28.702435,50.242229,"trol","4"
49,"майдан Польовий",1,28.70322,50.247749,"trol","4"
52,"вул. Корольова",1,28.703423,50.251376,"trol","4"
54,"ТЦ ""Фуршет""",1,28.703238,50.25668,"trol","4"
57,"вул. Шевченка",1,28.703255,50.258446,"trol","4"
59,"вул. Гоголівська",1,28.700586,50.265796,"trol","4"
60,"Залізничний вокзал",1,28.696846,50.269135,"trol","4"
1,"Автовокзал",1,28.691544,50.267811,"trol","4"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"trol","4"
5,"майдан Згоди",1,28.682086,50.263723,"trol","4"
8,"вул. Князів Острозьких",1,28.675346,50.260837,"trol","4"
11,"вул. Хлібна",1,28.67346,50.259987,"trol","4"
13,"вул. Небесної сотні",1,28.668436,50.257862,"trol","4"
94,"вул. Львівська",1,28.662958,50.25861,"trol","4"
97,"вул. Покровська",1,28.661357,50.260779,"trol","4"
99,"вул. Лесі Українки",1,28.658463,50.265039,"trol","4"
101,"Сінний ринок",1,28.657776,50.26922,"trol","4"
104,"пров. 2-й Капітульний",1,28.657942,50.273083,"trol","4"
106,"пр. Незалежності",1,28.658119,50.27486,"trol","4"
27780,"вул. Героїв Чорнобиля",1,28.656693,50.278912,"trol","4"
109,"Агротехнічний коледж",1,28.656219,50.281234,"trol","4"
111,"Стоматологічна поліклініка",1,28.655584,50.285175,"trol","4"
112,"вул. Северина Наливайка",1,28.655837,50.289788,"trol","4"
115,"вул. Гранітна",1,28.6567,50.29332,"trol","4"
118,"м/н Крошня",1,28.657448,50.29623,"trol","4"
5732,"пр. Андріївський",0,28.654106,50.306019,"bus","53A"
5734,"вул. Будівельна",0,28.657022,50.30423,"bus","53A"
5730,"вул. Танкістів",0,28.658949,50.302757,"bus","53A"
120,"вул. Андріївська",0,28.663036,50.300953,"bus","53A"
5726,"вул. Цегляна",0,28.659199,50.297791,"bus","53A"
118,"м/н Крошня",0,28.657448,50.29623,"bus","53A"
116,"вул. Гранітна",0,28.656267,50.292754,"bus","53A"
114,"вул. Чеська Крошня",0,28.655752,50.290436,"bus","53A"
113,"вул. Северина Наливайка",0,28.655054,50.289112,"bus","53A"
110,"Стоматологічна поліклініка",0,28.655209,50.284859,"bus","53A"
108,"Агротехнічний коледж",0,28.655743,50.281506,"bus","53A"
107,"вул. Героїв Чорнобиля",0,28.656681,50.278229,"bus","53A"
105,"пр. Незалежності",0,28.657728,50.275143,"bus","53A"
103,"пров. 2-й Капітульний",0,28.657711,50.272487,"bus","53A"
102,"Сінний ринок",0,28.657507,50.268925,"bus","53A"
98,"вул. Лесі Українки",0,28.658368,50.264463,"bus","53A"
96,"вул. Покровська",0,28.661873,50.259651,"bus","53A"
95,"вул. Київська",0,28.663553,50.257504,"bus","53A"
16,"Кінотеатр ""Україна""",0,28.663309,50.25672,"bus","53A"
20,"вул. Театральна",0,28.660758,50.255272,"bus","53A"
23,"пл. Корольова",0,28.66616,50.253374,"bus","53A"
27,"Старий Бульвар",0,28.670425,50.251266,"bus","53A"
28,"Університет ім. Івана Франка",0,28.674731,50.249603,"bus","53A"
33,"вул. Довженка",0,28.681618,50.246518,"bus","53A"
34,"вул. Гагаріна",0,28.685055,50.244705,"bus","53A"
37,"вул. Жуйка",0,28.688416,50.242691,"bus","53A"
40,"пров. 3-й Магазинний",0,28.692438,50.240007,"bus","53A"
41,"пл. Смолянська",0,28.695212,50.238206,"bus","53A"
43,"вул. Лук’яненка",0,28.700669,50.237912,"bus","53A"
47,"вул. Івана Огієнка",0,28.702435,50.242229,"bus","53A"
53,"майдан Польовий",0,28.703306,50.248711,"bus","53A"
53,"майдан Польовий",1,28.703306,50.248711,"bus","53A"
52,"вул. Корольова",1,28.703423,50.251376,"bus","53A"
54,"ТЦ ""Фуршет""",1,28.703238,50.25668,"bus","53A"
57,"вул. Шевченка",1,28.703255,50.258446,"bus","53A"
59,"вул. Гоголівська",1,28.700586,50.265796,"bus","53A"
617,"Залізничний вокзал",1,28.697378,50.268738,"bus","53A"
1,"Автовокзал",1,28.691544,50.267811,"bus","53A"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"bus","53A"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"bus","53A"
11,"вул. Хлібна",1,28.67346,50.259987,"bus","53A"
13,"вул. Небесної сотні",1,28.668436,50.257862,"bus","53A"
94,"вул. Львівська",1,28.662958,50.25861,"bus","53A"
97,"вул. Покровська",1,28.661357,50.260779,"bus","53A"
99,"вул. Лесі Українки",1,28.658463,50.265039,"bus","53A"
101,"Сінний ринок",1,28.657776,50.26922,"bus","53A"
104,"пров. 2-й Капітульний",1,28.657942,50.273083,"bus","53A"
106,"пр. Незалежності",1,28.658119,50.27486,"bus","53A"
27780,"вул. Героїв Чорнобиля",1,28.656693,50.278912,"bus","53A"
109,"Агротехнічний коледж",1,28.656219,50.281234,"bus","53A"
111,"Стоматологічна поліклініка",1,28.655584,50.285175,"bus","53A"
112,"вул. Северина Наливайка",1,28.655837,50.289788,"bus","53A"
115,"вул. Гранітна",1,28.6567,50.29332,"bus","53A"
5725,"вул. Богдана Хмельницького",1,28.657193,50.294952,"bus","53A"
117,"вул. Звягельська",1,28.659451,50.29771,"bus","53A"
5691,"вул. Андріївська",1,28.662887,50.301407,"bus","53A"
5731,"вул. Танкістів",1,28.658994,50.302844,"bus","53A"
5733,"вул. Будівельна",1,28.656588,50.304604,"bus","53A"
5732,"пр. Андріївський",1,28.654106,50.306019,"bus","53A"
5732,"пр. Андріївський",0,28.654106,50.306019,"bus","53"
5734,"вул. Будівельна",0,28.657022,50.30423,"bus","53"
5730,"вул. Танкістів",0,28.658949,50.302757,"bus","53"
120,"вул. Андріївська",0,28.663036,50.300953,"bus","53"
5726,"вул. Цегляна",0,28.659199,50.297791,"bus","53"
118,"м/н Крошня",0,28.657448,50.29623,"bus","53"
116,"вул. Гранітна",0,28.656267,50.292754,"bus","53"
114,"вул. Чеська Крошня",0,28.655752,50.290436,"bus","53"
113,"вул. Северина Наливайка",0,28.655054,50.289112,"bus","53"
110,"Стоматологічна поліклініка",0,28.655209,50.284859,"bus","53"
108,"Агротехнічний коледж",0,28.655743,50.281506,"bus","53"
107,"вул. Героїв Чорнобиля",0,28.656681,50.278229,"bus","53"
105,"пр. Незалежності",0,28.657728,50.275143,"bus","53"
103,"пров. 2-й Капітульний",0,28.657711,50.272487,"bus","53"
102,"Сінний ринок",0,28.657507,50.268925,"bus","53"
98,"вул. Лесі Українки",0,28.658368,50.264463,"bus","53"
95,"вул. Київська",0,28.663553,50.257504,"bus","53"
12,"вул. Хлібна",0,28.672857,50.259579,"bus","53"
4,"майдан Згоди",0,28.683226,50.263958,"bus","53"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"bus","53"
417,"Автовокзал",0,28.692698,50.268009,"bus","53"
61,"пл. Привокзальна",0,28.697631,50.267671,"bus","53"
58,"вул. Гоголівська",0,28.70104,50.265133,"bus","53"
56,"вул. Шевченка",0,28.702777,50.259188,"bus","53"
55,"ТЦ ""Фуршет""",0,28.702976,50.255966,"bus","53"
51,"вул. Корольова",0,28.703106,50.252163,"bus","53"
48,"майдан Польовий",0,28.702713,50.246696,"bus","53"
48,"майдан Польовий",1,28.702713,50.246696,"bus","53"
32927,"на вимогу",1,28.702341,50.243538,"bus","53"
46,"вул. Івана Огієнка",1,28.701954,50.240677,"bus","53"
42,"пл. Смолянська",1,28.696663,50.237862,"bus","53"
39,"пров. 3-й Магазинний",1,28.692189,50.240374,"bus","53"
27788,"вул. Гагаріна",1,28.68654,50.244003,"bus","53"
32,"вул. Довженка",1,28.680824,50.247169,"bus","53"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"bus","53"
25,"Старий Бульвар",1,28.669493,50.251991,"bus","53"
24,"пл. Корольова",1,28.664021,50.253741,"bus","53"
21,"Телецентр",1,28.661304,50.254684,"bus","53"
15,"Михайлівський собор",1,28.661782,50.256109,"bus","53"
94,"вул. Львівська",1,28.662958,50.25861,"bus","53"
97,"вул. Покровська",1,28.661357,50.260779,"bus","53"
99,"вул. Лесі Українки",1,28.658463,50.265039,"bus","53"
101,"Сінний ринок",1,28.657776,50.26922,"bus","53"
104,"пров. 2-й Капітульний",1,28.657942,50.273083,"bus","53"
106,"пр. Незалежності",1,28.658119,50.27486,"bus","53"
27780,"вул. Героїв Чорнобиля",1,28.656693,50.278912,"bus","53"
109,"Агротехнічний коледж",1,28.656219,50.281234,"bus","53"
111,"Стоматологічна поліклініка",1,28.655584,50.285175,"bus","53"
112,"вул. Северина Наливайка",1,28.655837,50.289788,"bus","53"
115,"вул. Гранітна",1,28.6567,50.29332,"bus","53"
5725,"вул. Богдана Хмельницького",1,28.657193,50.294952,"bus","53"
117,"вул. Звягельська",1,28.659451,50.29771,"bus","53"
5691,"вул. Андріївська",1,28.662887,50.301407,"bus","53"
5731,"вул. Танкістів",1,28.658994,50.302844,"bus","53"
5733,"вул. Будівельна",1,28.656588,50.304604,"bus","53"
5732,"пр. Андріївський",1,28.654106,50.306019,"bus","53"
5700,"Гаражний кооператив ""Аграрник""",0,28.63431,50.291237,"marshrutka","8"
5763,"на вимогу",0,28.632946,50.290024,"marshrutka","8"
5762,"на вимогу",0,28.632099,50.288795,"marshrutka","8"
5702,"вул. Бялика",0,28.634733,50.287296,"marshrutka","8"
5703,"вул. Індустріальна",0,28.638065,50.286278,"marshrutka","8"
5705,"Авторинок",0,28.643639,50.28503,"marshrutka","8"
5707,"Школи",0,28.65008,50.283466,"marshrutka","8"
108,"Агротехнічний коледж",0,28.655743,50.281506,"marshrutka","8"
33004,"вул. Героїв Чорнобиля",0,28.658116,50.278667,"marshrutka","8"
5608,"Станція швидкої допомоги",0,28.662819,50.278526,"marshrutka","8"
5606,"вул. Народицька",0,28.664349,50.276539,"marshrutka","8"
149,"Ремпобуттехніка",0,28.66693,50.272607,"marshrutka","8"
273,"вул. Михайла Грушевського",0,28.671511,50.272049,"marshrutka","8"
4710,"вул. Домбровського",0,28.672112,50.270359,"marshrutka","8"
4707,"вул. Князів Острозьких",0,28.668993,50.26938,"marshrutka","8"
4702,"вул. Хлібна",0,28.664959,50.268159,"marshrutka","8"
274,"вул. Небесної сотні",0,28.66275,50.267719,"marshrutka","8"
249,"вул. Лесі Українки",0,28.663927,50.264683,"marshrutka","8"
32945,"вул. Михайла Грушевського",0,28.666772,50.261358,"marshrutka","8"
32943,"вул. Київська",0,28.669475,50.257876,"marshrutka","8"
248,"Житній ринок",0,28.671448,50.25502,"marshrutka","8"
27,"Старий Бульвар",0,28.670425,50.251266,"marshrutka","8"
28,"Університет ім. Івана Франка",0,28.674731,50.249603,"marshrutka","8"
33,"вул. Довженка",0,28.681618,50.246518,"marshrutka","8"
34,"вул. Гагаріна",0,28.685055,50.244705,"marshrutka","8"
37,"вул. Жуйка",0,28.688416,50.242691,"marshrutka","8"
40,"пров. 3-й Магазинний",0,28.692438,50.240007,"marshrutka","8"
41,"пл. Смолянська",0,28.695212,50.238206,"marshrutka","8"
43,"вул. Лук’яненка",0,28.700669,50.237912,"marshrutka","8"
47,"вул. Івана Огієнка",0,28.702435,50.242229,"marshrutka","8"
50,"майдан Польовий",0,28.703865,50.247322,"marshrutka","8"
186,"магазин ""Берізка""",0,28.707029,50.247145,"marshrutka","8"
186,"магазин ""Берізка""",1,28.707029,50.247145,"marshrutka","8"
426,"вул. Ціолковського",1,28.710668,50.24727,"marshrutka","8"
427,"Школа №30",1,28.711103,50.249813,"marshrutka","8"
32940,"Хінчанка",1,28.718101,50.250994,"marshrutka","8"
32937,"ПАТ ""Верстатуніверсалмаш""",1,28.722374,50.250152,"marshrutka","8"
5750,"вул. Сергія Параджанова",1,28.726789,50.250057,"marshrutka","8"
184,"завод ""Вібросепаратор""",1,28.72497,50.257713,"marshrutka","8"
179,"ЗОК",1,28.721199,50.260434,"marshrutka","8"
171,"вул. Металістів",1,28.718313,50.262379,"marshrutka","8"
168,"вул. Кооперативна",1,28.714967,50.26481,"marshrutka","8"
167,"Тарний комбінат",1,28.711693,50.266987,"marshrutka","8"
164,"на вимогу",1,28.70797,50.269612,"marshrutka","8"
163,"вул. Новогоголівська",1,28.705044,50.271664,"marshrutka","8"
